"id_maquina","id_planta","dia","tiempo_anios","tipo","fabricante","plan_mantenimiento","antiguedad_anios","carga","temperatura_observada","vibracion_observada","degradacion","mantenimiento_realizado","dias_desde_mant","mantenimiento_reciente","tiempo","fallo"
"M0002","P07",300,0.821917808219178,"Fresadora","A","Correctivo",8.66794752709964,0.447592460795536,23.7475898229306,1.19501484660103,0.900403785656791,FALSE,300,0,720,0
"M0002","P07",330,0.904109589041096,"Fresadora","A","Correctivo",8.66794752709964,0.508064910560216,23.9308365665897,0.975622367872353,1.73766568270464,FALSE,330,0,720,0
"M0002","P07",360,0.986301369863014,"Fresadora","A","Correctivo",8.66794752709964,0.517720769459808,28.7062025536035,1.24490599801024,1.36865086180498,FALSE,360,0,720,0
"M0002","P07",390,1.06849315068493,"Fresadora","A","Correctivo",8.66794752709964,0.504109924146623,30.2191908336806,1.22918897781525,0.773466341091131,FALSE,390,0,720,0
"M0002","P07",420,1.15068493150685,"Fresadora","A","Correctivo",8.66794752709964,0.665420031324957,29.411620673495,1.5560922031472,1.02267595804808,FALSE,420,0,720,0
"M0002","P07",450,1.23287671232877,"Fresadora","A","Correctivo",8.66794752709964,0.567119331225365,31.8171779327063,1.75778845365565,2.73684622941434,FALSE,450,0,720,0
"M0002","P07",480,1.31506849315068,"Fresadora","A","Correctivo",8.66794752709964,0.547125685859825,31.809879249796,2.05649327134544,2.05092992570519,FALSE,480,0,720,0
"M0002","P07",510,1.3972602739726,"Fresadora","A","Correctivo",8.66794752709964,0.456543646521255,30.4123603132065,1.13007785372995,1.03846060169878,FALSE,510,0,720,0
"M0002","P07",540,1.47945205479452,"Fresadora","A","Correctivo",8.66794752709964,0.414309740259701,33.5187528685139,0.930105044231528,1.29413692042022,FALSE,540,0,720,0
"M0002","P07",570,1.56164383561644,"Fresadora","A","Correctivo",8.66794752709964,0.465757376943479,27.3015575306169,1.66273336655201,1.34844804585595,FALSE,570,0,720,0
"M0002","P07",600,1.64383561643836,"Fresadora","A","Correctivo",8.66794752709964,0.45760176850669,26.8637401248468,1.51536801389036,1.95531594510845,FALSE,600,0,720,0
"M0002","P07",630,1.72602739726027,"Fresadora","A","Correctivo",8.66794752709964,0.524842057357465,28.7856434745374,1.79188832257477,1.36677014652107,FALSE,630,0,720,0
"M0002","P07",660,1.80821917808219,"Fresadora","A","Correctivo",8.66794752709964,0.523773537894728,27.5610111379949,1.32967551521583,0.666337964531408,FALSE,660,0,720,0
"M0002","P07",690,1.89041095890411,"Fresadora","A","Correctivo",8.66794752709964,0.38378932473345,28.3582696455274,1.28270694456003,2.70517302197835,FALSE,690,0,720,0
"M0002","P07",720,1.97260273972603,"Fresadora","A","Correctivo",8.66794752709964,0.512157591181943,30.3237302234826,1.47327079578632,1.81344871175364,FALSE,720,0,720,0
"M0003","P08",0,0,"Prensa","C","Preventivo",4.19246443178532,0.395426331047629,28.8584665750253,NA,1.97051419331405,FALSE,0,0,720,0
"M0003","P08",30,0.0821917808219178,"Prensa","C","Preventivo",4.19246443178532,0.432685801882206,32.0567502767159,0.946841547095044,0.79593781831173,FALSE,30,0,720,0
"M0003","P08",60,0.164383561643836,"Prensa","C","Preventivo",4.19246443178532,0.576070222396894,33.743551662343,1.14232991273913,3.47416915634174,FALSE,60,0,720,0
"M0003","P08",90,0.246575342465753,"Prensa","C","Preventivo",4.19246443178532,0.506679988913751,30.9734671727194,1.41529365492412,1.84471228924102,FALSE,90,0,720,0
"M0003","P08",120,0.328767123287671,"Prensa","C","Preventivo",4.19246443178532,0.484399596901557,35.1087551757554,0.95385963007768,1.6961432953456,FALSE,120,0,720,0
"M0003","P08",150,0.410958904109589,"Prensa","C","Preventivo",4.19246443178532,0.457969711593744,29.7417481827815,1.03075492628842,1.55346198227234,FALSE,150,0,720,0
"M0003","P08",180,0.493150684931507,"Prensa","C","Preventivo",4.19246443178532,0.450188812972977,28.8216806571114,0.983031589781282,0.973764091625648,FALSE,180,0,720,0
"M0003","P08",210,0.575342465753425,"Prensa","C","Preventivo",4.19246443178532,0.414645237305488,31.5158657550219,1.49342061075551,1.44519275438925,FALSE,210,0,720,0
"M0003","P08",240,0.657534246575342,"Prensa","C","Preventivo",4.19246443178532,0.448308438628484,25.5819990778724,1.24441887666589,3.21541506276464,FALSE,240,0,720,0
"M0003","P08",270,0.73972602739726,"Prensa","C","Preventivo",4.19246443178532,0.431797633027449,29.2223668508435,1.5873754613934,1.96706467223737,FALSE,270,0,720,0
"M0003","P08",300,0.821917808219178,"Prensa","C","Preventivo",4.19246443178532,0.428871924027963,26.7212927432824,1.15727676609174,2.12481241310323,FALSE,300,0,720,0
"M0003","P08",330,0.904109589041096,"Prensa","C","Preventivo",4.19246443178532,0.413417200764152,25.0514014377891,1.27235679641579,2.64506103962903,FALSE,330,0,720,0
"M0003","P08",360,0.986301369863014,"Prensa","C","Preventivo",4.19246443178532,0.441685667836437,30.3144448276191,1.6090283155415,1.47926381271322,TRUE,0,1,720,0
"M0003","P08",390,1.06849315068493,"Prensa","C","Preventivo",4.19246443178532,0.487431078586088,29.8849719638439,1.04134094873561,1.49184771048733,FALSE,30,1,720,0
"M0003","P08",420,1.15068493150685,"Prensa","C","Preventivo",4.19246443178532,0.558054646637049,36.4186556945422,1.58828291716468,2.6472522166454,FALSE,60,1,720,0
"M0003","P08",450,1.23287671232877,"Prensa","C","Preventivo",4.19246443178532,0.500495547934441,35.1171479346146,1.32485138956196,1.28096608683623,FALSE,90,1,720,0
"M0003","P08",480,1.31506849315068,"Prensa","C","Preventivo",4.19246443178532,0.459200258174224,31.0039305924751,1.61580707853085,1.42741148982595,FALSE,120,0,720,0
"M0003","P08",510,1.3972602739726,"Prensa","C","Preventivo",4.19246443178532,0.545050366039785,35.2314829821892,1.65765404544669,2.55044999324172,FALSE,150,0,720,0
"M0003","P08",540,1.47945205479452,"Prensa","C","Preventivo",4.19246443178532,0.484271874789722,33.1896713469389,1.21513870950523,1.13036900454416,TRUE,0,1,720,0
"M0003","P08",570,1.56164383561644,"Prensa","C","Preventivo",4.19246443178532,0.544909094454562,29.1040672152072,1.42361129594552,2.22452858746475,FALSE,30,1,720,0
"M0003","P08",600,1.64383561643836,"Prensa","C","Preventivo",4.19246443178532,0.31277121548466,24.2943616748874,1.33271426041373,0.986271518389904,FALSE,60,1,720,0
"M0003","P08",630,1.72602739726027,"Prensa","C","Preventivo",4.19246443178532,0.342456582709085,28.0367002905827,1.57045884624038,1.67260076872998,FALSE,90,1,720,0
"M0003","P08",660,1.80821917808219,"Prensa","C","Preventivo",4.19246443178532,0.500686096669393,27.9100753042368,1.66250390045782,2.03482526355553,FALSE,120,0,720,0
"M0003","P08",690,1.89041095890411,"Prensa","C","Preventivo",4.19246443178532,0.315662602600919,26.0408672324662,2.03824951488488,1.21988958630677,FALSE,150,0,720,0
"M0003","P08",720,1.97260273972603,"Prensa","C","Preventivo",4.19246443178532,0.390170655140234,25.9784576292649,1.77361661320153,1.39274699168123,TRUE,0,1,720,0
"M0004","P04",0,0,"Torno","A","Correctivo",4.58732829746385,0.867695693695379,39.7378069511633,0.877860567127876,1.48690395132838,FALSE,0,0,528.93733567181,1
"M0004","P04",30,0.0821917808219178,"Torno","A","Correctivo",4.58732829746385,0.875783767254878,40.7494696876807,1.41459837514767,1.40015174339955,FALSE,30,0,528.93733567181,1
"M0004","P04",60,0.164383561643836,"Torno","A","Correctivo",4.58732829746385,0.94050657471342,43.0216919634834,1.10655740017048,2.14567701642742,FALSE,60,0,528.93733567181,1
"M0004","P04",90,0.246575342465753,"Torno","A","Correctivo",4.58732829746385,0.878459245325515,NA,1.21230336576087,2.4645383836452,FALSE,90,0,528.93733567181,1
"M0004","P04",120,0.328767123287671,"Torno","A","Correctivo",4.58732829746385,0.832851658904473,43.176539959906,1.4459025516294,1.78771013993518,FALSE,120,0,528.93733567181,1
"M0004","P04",150,0.410958904109589,"Torno","A","Correctivo",4.58732829746385,0.887380027535445,45.5105380942311,2.46820345908691,1.60782268291669,FALSE,150,0,528.93733567181,1
"M0004","P04",180,0.493150684931507,"Torno","A","Correctivo",4.58732829746385,0.848136310736361,39.9651350357489,1.66865265229916,1.89879263852968,FALSE,180,0,528.93733567181,1
"M0004","P04",210,0.575342465753425,"Torno","A","Correctivo",4.58732829746385,0.701126621864318,34.4285423548888,2.42318199671507,1.75385034837786,FALSE,210,0,528.93733567181,1
"M0004","P04",240,0.657534246575342,"Torno","A","Correctivo",4.58732829746385,0.776440922408855,39.0440141760206,1.66064070114181,2.75301901982385,FALSE,240,0,528.93733567181,1
"M0004","P04",270,0.73972602739726,"Torno","A","Correctivo",4.58732829746385,0.804941458267132,37.2006962165041,2.03473609576365,3.27360124225931,FALSE,270,0,528.93733567181,1
"M0004","P04",300,0.821917808219178,"Torno","A","Correctivo",4.58732829746385,0.854461058053426,36.5100644321328,3.46034469592198,2.40004768650115,FALSE,300,0,528.93733567181,1
"M0004","P04",330,0.904109589041096,"Torno","A","Correctivo",4.58732829746385,0.806969956725707,41.5430146318762,2.84469013879866,2.40989320359144,FALSE,330,0,528.93733567181,1
"M0004","P04",360,0.986301369863014,"Torno","A","Correctivo",4.58732829746385,0.803515162292548,39.8182454198746,3.07434013339564,3.60994387571124,FALSE,360,0,528.93733567181,1
"M0004","P04",390,1.06849315068493,"Torno","A","Correctivo",4.58732829746385,0.933038101570553,43.5948837037114,2.34308988539961,2.58994564806544,FALSE,390,0,528.93733567181,1
"M0004","P04",420,1.15068493150685,"Torno","A","Correctivo",4.58732829746385,0.941838504167362,42.6412514910622,3.23968834764734,2.9680231572165,FALSE,420,0,528.93733567181,1
"M0004","P04",450,1.23287671232877,"Torno","A","Correctivo",4.58732829746385,0.868182844086728,45.3601692016823,3.92977974644072,4.44667660458082,FALSE,450,0,528.93733567181,1
"M0004","P04",480,1.31506849315068,"Torno","A","Correctivo",4.58732829746385,0.987843468188834,48.7178743893393,4.50573720837715,2.58820289840562,FALSE,480,0,528.93733567181,1
"M0004","P04",510,1.3972602739726,"Torno","A","Correctivo",4.58732829746385,0.785258048269907,44.2789011804441,4.11621344170599,1.6816116618802,FALSE,510,0,528.93733567181,1
"M0005","P02",0,0,"Torno","C","Preventivo",4.36561317496029,0.653073707176821,37.1328848465695,NA,2.77791714544737,FALSE,0,0,77.8486740747523,1
"M0005","P02",30,0.0821917808219178,"Torno","C","Preventivo",4.36561317496029,0.788182642680778,43.667813555602,1.44746276407296,1.86224948908443,FALSE,30,0,77.8486740747523,1
"M0005","P02",60,0.164383561643836,"Torno","C","Preventivo",4.36561317496029,0.727440751626461,44.4541835291307,1.25927666741802,3.76984027907574,FALSE,60,0,77.8486740747523,1
"M0006","P04",0,0,"Torno","C","Preventivo",13.6795364613762,0.543804205418363,38.3856866774953,2.68374783426422,1.15218670719179,FALSE,0,0,643.10601597403,1
"M0006","P04",30,0.0821917808219178,"Torno","C","Preventivo",13.6795364613762,0.764040481627793,43.2861938271108,2.7556602878762,2.13754789658267,FALSE,30,0,643.10601597403,1
"M0006","P04",60,0.164383561643836,"Torno","C","Preventivo",13.6795364613762,0.600349879042093,43.8004824739874,2.01637529856117,2.29719071963514,FALSE,60,0,643.10601597403,1
"M0006","P04",90,0.246575342465753,"Torno","C","Preventivo",13.6795364613762,0.669060247448789,39.8218282270041,2.02649068316914,4.62482415100778,FALSE,90,0,643.10601597403,1
"M0006","P04",120,0.328767123287671,"Torno","C","Preventivo",13.6795364613762,0.722827336840671,47.68810151482,2.31322522113817,2.2178496935884,FALSE,120,0,643.10601597403,1
"M0006","P04",150,0.410958904109589,"Torno","C","Preventivo",13.6795364613762,0.673614863065507,42.6139182281336,3.02379787442247,2.78923844141031,FALSE,150,0,643.10601597403,1
"M0006","P04",180,0.493150684931507,"Torno","C","Preventivo",13.6795364613762,0.645767854892685,37.2861110751176,2.0871399758223,1.39672968251473,TRUE,0,1,643.10601597403,1
"M0006","P04",210,0.575342465753425,"Torno","C","Preventivo",13.6795364613762,0.514624413067458,37.22738783532,1.82340512929343,1.87247091506011,FALSE,30,1,643.10601597403,1
"M0006","P04",240,0.657534246575342,"Torno","C","Preventivo",13.6795364613762,0.671995973912588,32.6626271078796,2.68594514732527,2.50963713023941,FALSE,60,1,643.10601597403,1
"M0006","P04",270,0.73972602739726,"Torno","C","Preventivo",13.6795364613762,0.476797943230883,38.1737728485913,2.39335514854292,1.67798329721314,FALSE,90,1,643.10601597403,1
"M0006","P04",300,0.821917808219178,"Torno","C","Preventivo",13.6795364613762,0.593325342546665,38.8798038638153,2.63591013084541,3.28673324110043,FALSE,120,0,643.10601597403,1
"M0006","P04",330,0.904109589041096,"Torno","C","Preventivo",13.6795364613762,0.577728530561631,37.8141837776759,2.70201626954272,2.02748695902443,FALSE,150,0,643.10601597403,1
"M0006","P04",360,0.986301369863014,"Torno","C","Preventivo",13.6795364613762,0.617173947146239,NA,3.1434425613201,2.20918336511258,FALSE,180,0,643.10601597403,1
"M0006","P04",390,1.06849315068493,"Torno","C","Preventivo",13.6795364613762,0.72855772773886,44.1854539045037,2.36483752371433,3.55278074229812,FALSE,210,0,643.10601597403,1
"M0006","P04",420,1.15068493150685,"Torno","C","Preventivo",13.6795364613762,0.679865567629107,44.9875613431848,NA,3.8988261341385,FALSE,240,0,643.10601597403,1
"M0006","P04",450,1.23287671232877,"Torno","C","Preventivo",13.6795364613762,0.534018386068111,42.0013546520547,2.6422024435538,2.102362897028,FALSE,270,0,643.10601597403,1
"M0006","P04",480,1.31506849315068,"Torno","C","Preventivo",13.6795364613762,0.665127070481076,42.1310216208028,5.08926925242618,4.27382873465419,FALSE,300,0,643.10601597403,1
"M0006","P04",510,1.3972602739726,"Torno","C","Preventivo",13.6795364613762,0.67193066263014,43.2665428299591,3.58345950016667,2.81110755608398,FALSE,330,0,643.10601597403,1
"M0006","P04",540,1.47945205479452,"Torno","C","Preventivo",13.6795364613762,0.53752008617541,38.288381103879,2.37316681412875,2.49096399165704,FALSE,360,0,643.10601597403,1
"M0006","P04",570,1.56164383561644,"Torno","C","Preventivo",13.6795364613762,0.542700015625985,38.8551998017659,2.78764689300281,1.93275478183945,FALSE,390,0,643.10601597403,1
"M0006","P04",600,1.64383561643836,"Torno","C","Preventivo",13.6795364613762,0.543890169649702,36.2400945357286,3.83194153151119,2.45959762655513,FALSE,420,0,643.10601597403,1
"M0006","P04",630,1.72602739726027,"Torno","C","Preventivo",13.6795364613762,0.498230438652505,36.5756285596984,2.85826397473919,3.46590506035007,FALSE,450,0,643.10601597403,1
"M0007","P08",0,0,"Fresadora","B","Preventivo",8.11565427205917,0.939206803188186,39.1548027945653,1.96533621738088,3.8381939104342,FALSE,0,0,318.571878298041,1
"M0007","P08",30,0.0821917808219178,"Fresadora","B","Preventivo",8.11565427205917,0.868224548296109,36.0552512968973,2.15330493629303,3.34557922318534,FALSE,30,0,318.571878298041,1
"M0007","P08",60,0.164383561643836,"Fresadora","B","Preventivo",8.11565427205917,0.861100002738814,38.0356330700016,1.35971086018507,3.97252202077986,FALSE,60,0,318.571878298041,1
"M0007","P08",90,0.246575342465753,"Fresadora","B","Preventivo",8.11565427205917,0.958563384541758,43.3636969215442,2.35944715921873,1.81101656578564,FALSE,90,0,318.571878298041,1
"M0007","P08",120,0.328767123287671,"Fresadora","B","Preventivo",8.11565427205917,0.945906069101425,43.2793620474311,2.77121375741896,3.35568083808808,FALSE,120,0,318.571878298041,1
"M0007","P08",150,0.410958904109589,"Fresadora","B","Preventivo",8.11565427205917,0.982804964989595,43.4513621850379,2.27632259718336,3.89787986497837,FALSE,150,0,318.571878298041,1
"M0007","P08",180,0.493150684931507,"Fresadora","B","Preventivo",8.11565427205917,0.855464385391083,36.500529406746,2.25358547026243,1.29857411139404,TRUE,0,1,318.571878298041,1
"M0007","P08",210,0.575342465753425,"Fresadora","B","Preventivo",8.11565427205917,0.918082485775451,39.5889231020194,4.06246496072303,1.96382812259804,FALSE,30,1,318.571878298041,1
"M0007","P08",240,0.657534246575342,"Fresadora","B","Preventivo",8.11565427205917,0.872198775378128,32.8985446375687,2.49060344505419,2.54757325277853,FALSE,60,1,318.571878298041,1
"M0007","P08",270,0.73972602739726,"Fresadora","B","Preventivo",8.11565427205917,0.810992049200038,34.3681006536302,3.57873865909105,2.17764700287192,FALSE,90,1,318.571878298041,1
"M0007","P08",300,0.821917808219178,"Fresadora","B","Preventivo",8.11565427205917,0.936654622503578,39.7574659047078,3.78183711291863,2.95672715595933,FALSE,120,0,318.571878298041,1
"M0008","P03",0,0,"Fresadora","B","Preventivo",6.30898851682297,0.789657969230122,44.2686729637765,1.06650014868901,1.73514761438179,FALSE,0,0,675.568397995296,1
"M0008","P03",30,0.0821917808219178,"Fresadora","B","Preventivo",6.30898851682297,0.739723011469789,47.4859736292238,1.06623401944586,2.21110879433505,FALSE,30,0,675.568397995296,1
"M0008","P03",60,0.164383561643836,"Fresadora","B","Preventivo",6.30898851682297,0.692892589792539,45.0970702635844,1.00281104103024,1.86113038045665,FALSE,60,0,675.568397995296,1
"M0008","P03",90,0.246575342465753,"Fresadora","B","Preventivo",6.30898851682297,0.869088368275221,44.4188053646701,1.0808662935123,1.03496965270771,FALSE,90,0,675.568397995296,1
"M0008","P03",120,0.328767123287671,"Fresadora","B","Preventivo",6.30898851682297,0.71543807687623,48.5296778688194,1.10334412108008,1.69874381756142,FALSE,120,0,675.568397995296,1
"M0008","P03",150,0.410958904109589,"Fresadora","B","Preventivo",6.30898851682297,0.768905901609157,NA,1.02062072938144,1.299719240993,FALSE,150,0,675.568397995296,1
"M0008","P03",180,0.493150684931507,"Fresadora","B","Preventivo",6.30898851682297,0.692941427438918,44.4291297442674,1.13514784797003,1.60159834280294,FALSE,180,0,675.568397995296,1
"M0008","P03",210,0.575342465753425,"Fresadora","B","Preventivo",6.30898851682297,0.598415918323865,39.8145428666754,0.875784874560873,0.681334224975985,FALSE,210,0,675.568397995296,1
"M0008","P03",240,0.657534246575342,"Fresadora","B","Preventivo",6.30898851682297,0.74106176119658,41.2798397900732,1.02215750080119,1.42522781761106,FALSE,240,0,675.568397995296,1
"M0008","P03",270,0.73972602739726,"Fresadora","B","Preventivo",6.30898851682297,0.525640263248765,36.088689235352,0.682529934370255,0.810536729719578,FALSE,270,0,675.568397995296,1
"M0008","P03",300,0.821917808219178,"Fresadora","B","Preventivo",6.30898851682297,0.62856223612808,39.8826818812721,0.87701690303815,1.28939664374996,FALSE,300,0,675.568397995296,1
"M0008","P03",330,0.904109589041096,"Fresadora","B","Preventivo",6.30898851682297,0.717975173016554,42.7800203688891,NA,1.38667211386857,FALSE,330,0,675.568397995296,1
"M0008","P03",360,0.986301369863014,"Fresadora","B","Preventivo",6.30898851682297,0.710657793891538,39.4662911239193,1.4124194725137,0.96510039517941,FALSE,360,0,675.568397995296,1
"M0008","P03",390,1.06849315068493,"Fresadora","B","Preventivo",6.30898851682297,0.701511654093032,NA,1.5164408976092,1.15135569118141,FALSE,390,0,675.568397995296,1
"M0008","P03",420,1.15068493150685,"Fresadora","B","Preventivo",6.30898851682297,0.739660002166887,45.7732367561883,1.21244021405854,1.98123145578681,FALSE,420,0,675.568397995296,1
"M0008","P03",450,1.23287671232877,"Fresadora","B","Preventivo",6.30898851682297,0.838686448035836,48.7053937270954,1.48174086321474,1.02463937327447,FALSE,450,0,675.568397995296,1
"M0008","P03",480,1.31506849315068,"Fresadora","B","Preventivo",6.30898851682297,0.841015245913662,49.8610065133574,1.13270596724912,2.6054312073035,FALSE,480,0,675.568397995296,1
"M0008","P03",510,1.3972602739726,"Fresadora","B","Preventivo",6.30898851682297,0.820575350433378,48.3217985141863,1.97313457873858,1.46034083314487,FALSE,510,0,675.568397995296,1
"M0008","P03",540,1.47945205479452,"Fresadora","B","Preventivo",6.30898851682297,0.772960608652581,46.0765203205174,1.38492096909593,0.621862040629089,TRUE,0,1,675.568397995296,1
"M0008","P03",570,1.56164383561644,"Fresadora","B","Preventivo",6.30898851682297,0.724754167037086,43.7467693981172,1.03673484413797,1.71190874885388,FALSE,30,1,675.568397995296,1
"M0008","P03",600,1.64383561643836,"Fresadora","B","Preventivo",6.30898851682297,0.706141770695869,39.359781393412,1.21347626243,1.36333941007853,FALSE,60,1,675.568397995296,1
"M0008","P03",630,1.72602739726027,"Fresadora","B","Preventivo",6.30898851682297,0.654323667405793,37.8695043618746,1.19006349384104,1.61751788013059,FALSE,90,1,675.568397995296,1
"M0008","P03",660,1.80821917808219,"Fresadora","B","Preventivo",6.30898851682297,0.74328630117571,37.2854944985428,1.82102544669889,1.87596679907401,FALSE,120,0,675.568397995296,1
"M0009","P05",0,0,"Torno","A","Preventivo",5.43267065730236,0.438735588137436,32.6354767416303,1.90483973034426,1.63291524992942,FALSE,0,0,407.799957705734,1
"M0009","P05",30,0.0821917808219178,"Torno","A","Preventivo",5.43267065730236,0.526577710653925,37.1715738050249,1.51742021499767,2.00033274938104,FALSE,30,0,407.799957705734,1
"M0009","P05",60,0.164383561643836,"Torno","A","Preventivo",5.43267065730236,0.493565349943153,35.3664912679661,1.62245226488675,1.96886566644816,FALSE,60,0,407.799957705734,1
"M0009","P05",90,0.246575342465753,"Torno","A","Preventivo",5.43267065730236,0.517393119199971,NA,1.81511723656401,3.24793392309734,FALSE,90,0,407.799957705734,1
"M0009","P05",120,0.328767123287671,"Torno","A","Preventivo",5.43267065730236,0.492876537492933,40.0203439239919,1.44667762710016,3.0506771028611,FALSE,120,0,407.799957705734,1
"M0009","P05",150,0.410958904109589,"Torno","A","Preventivo",5.43267065730236,0.499968539729414,37.0030764735168,1.89997394816534,2.66890612795103,FALSE,150,0,407.799957705734,1
"M0009","P05",180,0.493150684931507,"Torno","A","Preventivo",5.43267065730236,0.413163062634261,34.2457573250508,1.82115130623848,0.925755139386219,TRUE,0,1,407.799957705734,1
