"id_maquina","id_planta","tipo","fabricante","antiguedad_anios","capacidad_kw","carga_media","plan_mantenimiento","calidad_mantenimiento","tiempo","fallo"
"M0022","P12","Fresadora","B",7.61938706937498,70.4698699423323,0.441373344730751,"Preventivo",0.774328743039631,720,0
"M0023","P02","Torno","B",4.00561670334926,98.3599178997685,0.623688434383735,"Correctivo",0.680793683287145,720,0
"M0024","P07","Prensa","B",4.14624713104202,73.0958776373306,0.4521798375222,"Correctivo",0.833908884598662,720,0
"M0025","P07","Prensa","C",2.1482844922742,82.749060407735,0.888665814581137,"Preventivo",0.833908884598662,375.889638194442,1
"M0026","P10","Prensa","A",4.51852629056794,73.0029744962475,0.380217760079572,"Correctivo",0.787786282105075,720,0
"M0027","P03","Fresadora","B",8.66749851043722,30,0.577611858987916,"Preventivo",0.551092236535844,672.498991688785,1
"M0028","P02","Prensa","A",3.9457748116955,76.654534020954,0.672152606835918,"Correctivo",0.680793683287145,720,0
"M0029","P07","Fresadora","A",3.63342820332728,53.6833981213216,0.932196964063674,"Preventivo",0.833908884598662,694.890189989504,1
"M0030","P01","Torno","B",10.5213070939167,77.7107821510273,0.496843614882417,"Correctivo",0.683622897300344,659.526181078723,1
"M0031","P08","Fresadora","A",4.12238920275552,69.390178212084,0.805202785337442,"Preventivo",0.720227099612121,160.471553296846,1
"M0032","P03","Prensa","C",8.2251896346894,33.9224243145794,0.852595962579451,"Correctivo",0.551092236535844,482.868889596976,1
"M0033","P02","Torno","B",2.44936765977783,51.8184704451071,0.498709850562795,"Preventivo",0.680793683287145,720,0
"M0034","P12","Torno","A",5.14777705066357,42.3043261187251,0.535159209526839,"Correctivo",0.774328743039631,720,0
"M0035","P11","Fresadora","B",6.37592495517773,70.4443623764594,0.636278338320419,"Correctivo",0.733413789787234,720,0
"M0036","P01","Torno","A",8.36934089382059,84.7761671937797,0.872823292659044,"Preventivo",0.683622897300344,102.677576575507,1
"M0037","P07","Torno","A",3.14421391491754,59.8555028815052,0.550296748742543,"Correctivo",0.833908884598662,720,0
"M0038","P12","Fresadora","B",2.74736523533282,94.9317835987729,0.440719074878381,"Correctivo",0.774328743039631,241.217941567259,1
"M0039","P03","Torno","A",11.0393210498864,85.2395584151249,0.640586978528643,"Preventivo",0.551092236535844,579.093298554847,1
"M0040","P12","Prensa","C",3.58454250700664,73.015270817629,0.865068916923194,"Preventivo",0.774328743039631,532.207529077012,1
"M0041","P07","Torno","B",6.64400274277554,70.3471238186585,0.541138886676112,"Correctivo",0.833908884598662,356.395919961721,1
"M0042","P10","Prensa","B",7.91059002990387,89.2612363176903,0.906308916733257,"Correctivo",0.787786282105075,534.313599042192,1
"M0043","P06","Prensa","B",12.9691979054698,85.911981044205,0.464187234666983,"Correctivo",0.557821620353168,720,0
"M0044","P07","Torno","B",4.55511783425624,57.7639363319425,0.502887579267431,"Correctivo",0.833908884598662,720,0
"M0045","P01","Fresadora","C",9.02752707334931,84.5633317415854,0.905382125075546,"Correctivo",0.683622897300344,562.574799732231,1
"M0046","P07","Fresadora","B",4.29226398730063,92.4037491056021,0.735273668089383,"Preventivo",0.833908884598662,720,0
"M0047","P03","Torno","A",5.66339320771455,63.085097832518,0.891662637871487,"Preventivo",0.551092236535844,720,0
"M0048","P05","Fresadora","C",7.16958333884728,87.2408480212996,0.509527439193338,"Preventivo",0.552982935374633,704.790980221069,1
"M0049","P01","Prensa","B",4.27941705519195,93.0493445590772,0.738105331663459,"Preventivo",0.683622897300344,720,0
"M0050","P02","Prensa","A",7.76998899369449,94.9941792737274,0.597887241395074,"Preventivo",0.680793683287145,720,0
"M0051","P12","Fresadora","A",4.36222612034089,97.7496642157234,0.371155419341451,"Correctivo",0.774328743039631,720,0
"M0052","P12","Prensa","B",6.63220463177582,69.9799988582044,0.546810479916844,"Preventivo",0.774328743039631,720,0
"M0053","P02","Torno","B",4.76780900821015,93.5362119720313,0.639955951832643,"Preventivo",0.680793683287145,720,0
"M0054","P09","Prensa","C",4.08310832927631,78.7851473922706,0.604272058687112,"Preventivo",0.715842653675653,543.210116475101,1
"M0055","P06","Prensa","B",5.62299077849157,93.7065374731311,0.325563071738047,"Preventivo",0.557821620353168,720,0
"M0056","P09","Prensa","A",2.80746478743316,87.459180737298,0.728793012409323,"Correctivo",0.715842653675653,720,0
"M0057","P11","Fresadora","A",12.4337841001061,52.872014155739,0.566074913860316,"Correctivo",0.733413789787234,679.044450193688,1
"M0058","P07","Fresadora","A",6.12888215220076,52.4775093759536,0.76167232555624,"Preventivo",0.833908884598662,331.380650124991,1
"M0059","P08","Torno","B",1.33408884785264,91.7048119536156,0.828129639635845,"Preventivo",0.720227099612121,530.186332845497,1
"M0060","P01","Fresadora","A",14.0633395089646,96.7189096993632,0.798406570663985,"Correctivo",0.683622897300344,124.931255963589,1
"M0061","P12","Prensa","B",4.91108047133707,73.1706005460255,0.735598337457658,"Preventivo",0.774328743039631,720,0
"M0062","P09","Torno","A",5.13634662219546,90.4672621881409,0.470202163959619,"Correctivo",0.715842653675653,720,0
"M0063","P08","Torno","B",5.61780950000676,105.14020424681,0.812227634704781,"Correctivo",0.720227099612121,666.798615459179,1
"M0064","P07","Prensa","C",13.2723410055815,54.3368058083307,0.874756623108531,"Preventivo",0.833908884598662,125.3019453872,1
"M0065","P05","Torno","C",2.75455267333815,69.072312293848,0.644341336461935,"Preventivo",0.552982935374633,149.207463457374,1
"M0066","P04","Prensa","A",2.85643330183712,75.9457336175043,0.908904336707862,"Preventivo",0.594337764396895,534.874724197107,1
"M0067","P09","Torno","C",11.2141317712183,105.349354612062,0.414108387681286,"Preventivo",0.715842653675653,151.571165840719,1
"M0068","P04","Torno","A",6.82621655109159,81.3616911733477,0.892767470624731,"Correctivo",0.594337764396895,213.642974218935,1
"M0069","P06","Torno","A",13.4717699222283,114.402484873716,0.718436357287949,"Correctivo",0.557821620353168,493.600372480758,1
"M0070","P09","Torno","B",8.82583749033378,98.2989021737191,0.680609710862254,"Preventivo",0.715842653675653,720,0
"M0071","P12","Torno","C",5.88173153151503,49.3315987303184,0.811237735210134,"Preventivo",0.774328743039631,183.643556077154,1
"M0072","P08","Fresadora","C",9.30275381720937,67.17003424379,0.87200766321465,"Correctivo",0.720227099612121,694.358006046299,1
"M0073","P09","Prensa","C",6.14083579785596,81.4199271556971,0.855713327919423,"Preventivo",0.715842653675653,394.730807686135,1
"M0074","P04","Prensa","B",4.10514623127811,57.5095464082952,0.429877088184376,"Correctivo",0.594337764396895,720,0
"M0075","P03","Fresadora","B",4.49103614890094,64.1804453387256,0.61772732707204,"Correctivo",0.551092236535844,720,0
"M0076","P10","Fresadora","C",11.3198341508032,77.6686980711891,0.47171536571887,"Preventivo",0.787786282105075,128.411126528306,1
"M0077","P07","Fresadora","B",14.0567792314736,94.1073165496512,0.522731065266325,"Preventivo",0.833908884598662,720,0
"M0078","P01","Prensa","B",2.01003181704958,79.4755655897515,0.922444475070467,"Correctivo",0.683622897300344,720,0
"M0079","P12","Prensa","B",6.20279123693797,75.4013544785063,0.712879697305599,"Correctivo",0.774328743039631,442.748035783055,1
"M0080","P01","Prensa","B",2.60929870428288,91.5954882483803,0.801344181224849,"Correctivo",0.683622897300344,548.125974348234,1
"M0081","P01","Prensa","B",4.32595270250137,88.1063477922991,0.728166737170976,"Correctivo",0.683622897300344,428.170022931565,1
"M0082","P07","Torno","A",4.46525247282922,84.1046803484779,0.790910020696047,"Correctivo",0.833908884598662,261.918149341391,1
"M0083","P10","Torno","C",9.00677086171073,101.297388242764,0.706094873966902,"Preventivo",0.787786282105075,457.256773464158,1
"M0084","P04","Torno","B",16.3786101298833,61.4925087891929,0.835664309273816,"Correctivo",0.594337764396895,672.136695632879,1
"M0085","P06","Prensa","A",5.57477688850719,87.7077410802549,0.763826064437036,"Correctivo",0.557821620353168,709.393246897084,1
"M0086","P10","Prensa","B",7.64601081195587,60.6695479282281,0.669181718392627,"Preventivo",0.787786282105075,706.985556642663,1
"M0087","P11","Torno","A",6.3101106820841,87.8682644397272,0.43887373333328,"Correctivo",0.733413789787234,720,0
"M0088","P12","Fresadora","B",1.07378064496651,89.5394095176548,0.750229461729026,"Correctivo",0.774328743039631,720,0
"M0089","P03","Fresadora","A",12.7505959225542,80.6830148387693,0.705939208073606,"Correctivo",0.551092236535844,373.841135476991,1
"M0090","P04","Torno","C",5.04166534530804,69.5875677145193,0.873523334645908,"Preventivo",0.594337764396895,711.403224054194,1
"M0091","P08","Torno","A",8.96075047224379,70.5828089757121,0.754707384404648,"Preventivo",0.720227099612121,297.320076537608,1
"M0092","P08","Fresadora","C",14.4064556426924,81.3839156058588,0.814036835758697,"Preventivo",0.720227099612121,674.293633379509,1
"M0093","P06","Torno","B",4.72331998984498,68.4467685189364,0.482090735806536,"Preventivo",0.557821620353168,720,0
"M0094","P06","Fresadora","A",3.00537203806502,72.8763475989711,0.454555488757416,"Preventivo",0.557821620353168,720,0
"M0095","P11","Fresadora","A",7.52812771271762,64.4856523336377,0.533595424162287,"Preventivo",0.733413789787234,720,0
"M0096","P08","Torno","C",6.20665406274569,82.5016721057893,0.63067606143513,"Correctivo",0.720227099612121,383.00339698673,1
"M0097","P08","Fresadora","A",7.04173892393341,67.9039348134782,0.944361292150038,"Preventivo",0.720227099612121,101.268033572217,1
"M0098","P12","Prensa","C",11.8447248856039,89.3902132735288,0.930975458746336,"Preventivo",0.774328743039631,519.044206504052,1
"M0099","P09","Fresadora","B",3.1990341486141,77.7493434503985,0.744467179937281,"Correctivo",0.715842653675653,553.340236067073,1
"M0100","P10","Torno","B",5.47288289011522,65.1786089203146,0.82987208916936,"Preventivo",0.787786282105075,314.692539687712,1
"M0101","P06","Prensa","B",1.98290527556468,80.1392551928043,0.541723650759415,"Correctivo",0.557821620353168,398.159624376671,1
"M0102","P03","Fresadora","A",9.95296959261734,100.967309290042,0.415494272423454,"Correctivo",0.551092236535844,720,0
"M0103","P05","Torno","A",4.71035455541961,77.9227482501023,0.782134441593374,"Preventivo",0.552982935374633,693.823702429138,1
"M0104","P08","Fresadora","B",9.07352036113374,60.9500812879284,0.735997167544952,"Preventivo",0.720227099612121,720,0
"M0105","P05","Prensa","B",11.3909334588817,51.2889171543702,0.708698283532095,"Preventivo",0.552982935374633,720,0
"M0106","P11","Prensa","B",9.75837305893178,85.322062702966,0.583469632012838,"Preventivo",0.733413789787234,720,0
"M0107","P02","Torno","B",3.02899452885681,45.6334013971339,0.686264878025626,"Correctivo",0.680793683287145,720,0
"M0108","P09","Torno","B",6.05292348731471,71.5058304383973,0.698393441628956,"Preventivo",0.715842653675653,142.251991480299,1
"M0109","P12","Torno","B",3.69557515151628,80.6989350381559,0.869930398340063,"Correctivo",0.774328743039631,563.406751751895,1
"M0110","P03","Fresadora","B",6.69656216769673,30,0.827684202271935,"Correctivo",0.551092236535844,432.11526382432,1
"M0111","P01","Prensa","C",9.99130522711645,62.1725242632971,0.722569580732533,"Preventivo",0.683622897300344,287.766457067046,1
"M0112","P09","Torno","B",17.7981778302321,118.379937277332,0.589027857351966,"Preventivo",0.715842653675653,177.785423664178,1
"M0113","P12","Torno","B",2.32869802296647,89.9498028334004,0.791600023208878,"Preventivo",0.774328743039631,654.632238141855,1
"M0114","P05","Fresadora","A",3.6705927954092,86.4026427256908,0.413366089423422,"Correctivo",0.552982935374633,55.0596124851174,1
"M0115","P06","Prensa","B",5.39397254270428,86.216712759704,0.727393502335094,"Preventivo",0.557821620353168,720,0
"M0116","P01","Fresadora","B",3.2417936030374,79.0664932740068,0.591936781742886,"Preventivo",0.683622897300344,720,0
"M0117","P04","Prensa","B",4.495209992808,86.8983245313243,0.535056375363314,"Correctivo",0.594337764396895,365.684470604723,1
"M0118","P07","Fresadora","A",4.72624706464981,63.3648093986062,0.356559075358269,"Correctivo",0.833908884598662,720,0
"M0119","P07","Torno","B",10.1008700931759,90.5257562322594,0.420404661868813,"Preventivo",0.833908884598662,720,0
"M0120","P06","Fresadora","B",6.76858507951567,71.022112868774,0.281268539287778,"Correctivo",0.557821620353168,720,0
"M0121","P08","Torno","B",4.83298849270773,51.9888352759396,0.760366250638055,"Correctivo",0.720227099612121,283.942567787916,1
"M0122","P02","Prensa","A",17.0670271498484,54.3713879212409,0.674339156612344,"Preventivo",0.680793683287145,683.676171181064,1
"M0123","P08","Fresadora","B",4.1314284185978,79.4025492673838,0.749184420853864,"Correctivo",0.720227099612121,720,0
"M0124","P03","Torno","A",6.70019192981809,114.16838423331,0.790814719796621,"Correctivo",0.551092236535844,220.274763735554,1
"M0125","P09","Fresadora","A",20,98.1391567973596,0.548838385244968,"Preventivo",0.715842653675653,658.41438020414,1
"M0126","P02","Fresadora","B",9.63557970681563,65.8984355282663,0.647637329691022,"Correctivo",0.680793683287145,633.518690801053,1
"M0127","P06","Fresadora","B",3.54816988371217,82.0555766496876,0.834622103498662,"Preventivo",0.557821620353168,149.24516337243,1
"M0128","P01","Fresadora","B",9.7269165299342,102.226688830356,0.53238539990043,"Correctivo",0.683622897300344,720,0
"M0129","P01","Prensa","A",6.64402033144091,75.4000960655278,0.683468850858156,"Preventivo",0.683622897300344,720,0
"M0130","P06","Fresadora","A",5.69372281998696,85.0586327211294,0.247691892121326,"Preventivo",0.557821620353168,720,0
"M0131","P12","Fresadora","A",4.17648637915035,88.5859443253324,0.756982794994789,"Correctivo",0.774328743039631,379.81391063618,1
"M0132","P02","Prensa","C",6.43183770247092,80.8104796565333,0.808054060273,"Correctivo",0.680793683287145,665.50286130241,1
"M0133","P01","Torno","B",4.39016140557829,106.481538948663,0.404050257368955,"Correctivo",0.683622897300344,720,0
"M0134","P03","Prensa","C",4.94587696211284,97.239558098118,0.677090506964395,"Preventivo",0.551092236535844,720,0
"M0135","P09","Prensa","C",5.15234887565079,55.7663129790606,0.752612308894166,"Correctivo",0.715842653675653,720,0
"M0136","P05","Torno","C",4.82810335531648,90.5352566654891,0.739545962869118,"Preventivo",0.552982935374633,378.662356791722,1
"M0137","P06","Fresadora","A",13.2120393365411,70.6931827307891,0.850347780092021,"Correctivo",0.557821620353168,714.357569048453,1
"M0138","P06","Prensa","A",11.1597743894476,81.4895460355701,0.289992578862422,"Correctivo",0.557821620353168,720,0
"M0139","P04","Torno","C",4.41462312652602,98.7832620484381,0.726088872762645,"Preventivo",0.594337764396895,581.252360705592,1
"M0140","P07","Torno","B",4.39973241264862,32.8846145755135,0.873790596979275,"Preventivo",0.833908884598662,267.295459723477,1
"M0141","P01","Fresadora","B",13.4166428797188,70.9210806917896,0.552773237652806,"Correctivo",0.683622897300344,720,0
"M0142","P02","Torno","B",7.1737546790271,92.6369194905586,0.881625399175462,"Correctivo",0.680793683287145,627.366718130212,1
"M0143","P01","Fresadora","A",2.89799091803889,81.0186167455218,0.687467470934426,"Correctivo",0.683622897300344,699.59295847309,1
"M0144","P11","Torno","B",10.9722504502927,63.4403273631945,0.851888012463713,"Correctivo",0.733413789787234,720,0
"M0145","P06","Torno","C",14.3168871439537,76.970967621728,0.857195721564838,"Preventivo",0.557821620353168,50.1049045161585,1
"M0146","P08","Fresadora","A",1.9364406893688,82.5897623596739,0.664204486163612,"Correctivo",0.720227099612121,5.50237568729157,1
"M0147","P05","Prensa","A",9.15506515521706,61.0105148664493,0.731137844374165,"Correctivo",0.552982935374633,153.660339892399,1
"M0148","P06","Fresadora","A",11.0091628268395,79.9478298998326,0.894012161447216,"Correctivo",0.557821620353168,403.031969070744,1
"M0149","P08","Fresadora","A",7.54386219480996,54.9350305422755,0.696596330027967,"Preventivo",0.720227099612121,273.809379211969,1
"M0150","P11","Prensa","B",2.28144372320605,77.5535907602517,0.875848030215376,"Preventivo",0.733413789787234,431.763468564212,1
"M0151","P11","Fresadora","B",2.86092882343869,82.9952565843767,0.783407839360773,"Correctivo",0.733413789787234,720,0
"M0152","P01","Torno","A",10.6912080364123,68.2333764570508,0.565310621053295,"Preventivo",0.683622897300344,545.420820542738,1
"M0153","P08","Prensa","A",4.93182816706516,86.9485335990498,0.728187924136488,"Correctivo",0.720227099612121,541.444952026248,1
"M0154","P02","Fresadora","A",1.80175577344567,76.7470940888519,0.857850555491123,"Correctivo",0.680793683287145,320.422629104354,1
"M0155","P07","Torno","B",7.86045220353325,66.3853149679101,0.586888159165717,"Preventivo",0.833908884598662,720,0
"M0156","P06","Prensa","B",5.28498959493406,117.784707444491,0.724791168638617,"Correctivo",0.557821620353168,244.003632064783,1
"M0157","P11","Prensa","A",6.24279332744686,57.9894873904411,0.598214174753353,"Preventivo",0.733413789787234,720,0
"M0158","P09","Torno","A",3.14520715542967,90.5677506724168,0.762648614163818,"Correctivo",0.715842653675653,507.76916415381,1
"M0159","P06","Prensa","B",6.50593218486018,63.9337477128367,0.567787657616721,"Correctivo",0.557821620353168,720,0
"M0160","P03","Torno","B",4.66218369433461,77.5830736555205,0.688931708742875,"Preventivo",0.551092236535844,720,0
"M0161","P08","Fresadora","C",5.87894486827544,63.2504686527011,0.820467507696241,"Correctivo",0.720227099612121,546.227914981487,1
"M0162","P09","Prensa","C",1.02582774062558,66.3209844555625,0.627809626302858,"Preventivo",0.715842653675653,333.254224576218,1
"M0163","P03","Torno","A",10.0708700466523,92.7411425889412,0.733359499076804,"Preventivo",0.551092236535844,716.015657702117,1
"M0164","P12","Prensa","A",3.22294549237734,96.7071298280885,0.710479117171991,"Preventivo",0.774328743039631,720,0
"M0165","P06","Fresadora","C",9.72106703396546,85.7539856342424,0.600373023279375,"Correctivo",0.557821620353168,720,0
"M0166","P06","Fresadora","B",7.00162905383455,83.596939422891,0.754757157086716,"Preventivo",0.557821620353168,720,0
"M0167","P11","Prensa","A",2.16317519200219,68.0090088015051,0.704718739254249,"Correctivo",0.733413789787234,472.752509932613,1
"M0168","P11","Torno","A",8.89146233308338,88.5253120200613,0.739762422735938,"Correctivo",0.733413789787234,393.585763844792,1
"M0169","P04","Prensa","A",2.31535780941201,60.7018023615666,0.853590431440194,"Correctivo",0.594337764396895,262.295450486689,1
"M0170","P03","Fresadora","B",5.68245386175929,45.9524940772202,0.468387237195583,"Correctivo",0.551092236535844,720,0
"M0171","P10","Torno","C",5.85389608180492,59.2735119500061,0.724381826959665,"Preventivo",0.787786282105075,720,0
"M0172","P02","Fresadora","B",6.92069704795592,125.338317737412,0.45277814064819,"Correctivo",0.680793683287145,412.187310911723,1
"M0173","P07","Torno","C",7.91685509308094,85.8036883310793,0.655318549733422,"Preventivo",0.833908884598662,720,0
"M0174","P11","Prensa","A",8.31598353135648,93.7607096763034,0.695949848009451,"Preventivo",0.733413789787234,720,0
"M0175","P10","Prensa","C",4.74547180412945,70.8760958691364,0.580791501648715,"Preventivo",0.787786282105075,720,0
"M0176","P06","Prensa","B",7.61643983798943,78.6331597448728,0.70204429567857,"Preventivo",0.557821620353168,720,0
"M0177","P01","Torno","B",6.02405010037645,100.876150945519,0.591771650629214,"Preventivo",0.683622897300344,720,0
"M0178","P02","Torno","B",7.7144912508168,64.7776371971066,0.821016065333282,"Correctivo",0.680793683287145,155.017914863075,1
"M0179","P07","Prensa","A",9.46204404039191,72.5049019428801,0.510404029534601,"Correctivo",0.833908884598662,349.002976957235,1
"M0180","P03","Prensa","B",4.37425065278016,55.7953806314232,0.491582086539994,"Correctivo",0.551092236535844,720,0
"M0181","P02","Prensa","A",8.42624855722022,88.808235847433,0.557143177871456,"Correctivo",0.680793683287145,720,0
"M0182","P05","Fresadora","C",6.63055799278738,107.066671542622,0.683354732049204,"Preventivo",0.552982935374633,500.678590803472,1
"M0183","P06","Fresadora","A",4.49637218313026,70.7057355569242,0.623550742440025,"Correctivo",0.557821620353168,720,0
"M0184","P06","Prensa","B",4.8971390213691,51.4955527027907,0.515621368865176,"Preventivo",0.557821620353168,720,0
"M0185","P09","Torno","A",8.72968175470173,71.4382865511959,0.857943482343277,"Correctivo",0.715842653675653,441.110789591003,1
"M0186","P06","Fresadora","C",5.33289144255987,86.9609630529735,0.754906884777321,"Correctivo",0.557821620353168,720,0
"M0187","P02","Fresadora","A",8.49758429116925,59.5109035979193,0.829465369976493,"Correctivo",0.680793683287145,706.364732312023,1
"M0188","P11","Fresadora","C",16.1674150860377,65.2123306029948,0.745162918629115,"Correctivo",0.733413789787234,489.647372010489,1
"M0189","P06","Fresadora","B",15.687662309322,76.5415029518656,0.711086850609919,"Preventivo",0.557821620353168,586.493762119552,1
"M0190","P05","Torno","C",5.6160737480679,84.684905510981,0.785376555174736,"Correctivo",0.552982935374633,585.426984671356,1
"M0191","P12","Prensa","A",13.2436342739271,96.3020573488415,0.755979195077371,"Correctivo",0.774328743039631,541.427057646823,1
"M0192","P02","Torno","B",2.74919283501168,64.6678203615848,0.48627991013112,"Correctivo",0.680793683287145,720,0
"M0193","P03","Torno","C",2.99605060480478,90.3904985374046,0.78670070754922,"Correctivo",0.551092236535844,618.837006829901,1
"M0194","P05","Prensa","A",2.96455788278757,78.7188016708068,0.670603953388963,"Preventivo",0.552982935374633,720,0
"M0195","P03","Prensa","A",4.92234546016057,95.9713706236511,0.703725215799154,"Correctivo",0.551092236535844,290.07414370377,1
"M0196","P02","Fresadora","A",6.18464002063583,66.9675867364983,0.300492669538378,"Correctivo",0.680793683287145,720,0
"M0197","P04","Fresadora","B",5.62937767661241,75.4291036526161,0.553410724498123,"Preventivo",0.594337764396895,720,0
"M0198","P01","Prensa","B",4.26410329498417,67.9452495951237,0.558737400048403,"Preventivo",0.683622897300344,108.801364561321,1
"M0199","P01","Torno","A",3.6840633927511,92.5079134284533,0.520664240045689,"Preventivo",0.683622897300344,720,0
"M0200","P08","Prensa","A",3.49308555604227,106.806757211324,0.835994191960902,"Correctivo",0.720227099612121,646.83054337785,1
"M0201","P09","Torno","A",7.35310447855568,86.1663018659564,0.517942713049614,"Correctivo",0.715842653675653,556.60879260871,1
"M0202","P03","Fresadora","B",3.57965188265434,54.3668101323686,0.475978694900779,"Correctivo",0.551092236535844,720,0
"M0203","P04","Torno","A",12.3029372525545,98.5059925364511,0.713844716669786,"Correctivo",0.594337764396895,595.786979217994,1
"M0204","P01","Prensa","B",7.51042487409776,86.5867056324394,0.716947596555693,"Preventivo",0.683622897300344,674.150142980061,1
"M0205","P11","Torno","C",6.49763332816198,99.335541360699,0.64456689960795,"Preventivo",0.733413789787234,352.88539698806,1
"M0206","P01","Torno","B",7.33248163886534,83.9303469628387,0.436953851515479,"Preventivo",0.683622897300344,720,0
"M0207","P02","Torno","C",12.9935949863986,65.3525156919405,0.674853705631427,"Preventivo",0.680793683287145,144.646230725594,1
"M0208","P06","Torno","A",3.40716068059598,72.3740425768615,0.681551017811078,"Correctivo",0.557821620353168,720,0
"M0209","P11","Fresadora","A",5.08369570767172,86.4253073905738,0.545816403223305,"Correctivo",0.733413789787234,596.877941061712,1
"M0210","P03","Prensa","A",2.6947320247327,57.1434617040237,0.542198793480684,"Correctivo",0.551092236535844,677.940252695346,1
"M0211","P12","Torno","B",7.10043867325072,77.2219329750886,0.461357634276801,"Preventivo",0.774328743039631,720,0
"M0212","P01","Fresadora","A",5.66875827790449,97.6829581137104,0.792162789790773,"Preventivo",0.683622897300344,720,0
"M0213","P07","Torno","B",9.18706111832271,77.0678817933591,0.361894069741062,"Correctivo",0.833908884598662,153.077377953111,1
"M0214","P07","Fresadora","C",4.90686239045855,74.9998390113977,0.578138236677844,"Preventivo",0.833908884598662,84.555772504902,1
"M0215","P11","Prensa","A",4.99976540610086,59.3039015126653,0.849879471540205,"Preventivo",0.733413789787234,490.871117376548,1
"M0216","P03","Torno","A",6.89525371281832,91.4085844616776,0.757420452420738,"Correctivo",0.551092236535844,532.83949159644,1
"M0217","P02","Torno","A",9.42397469448256,98.9241850227645,0.813925473392674,"Preventivo",0.680793683287145,500.31936182628,1
"M0218","P05","Fresadora","C",4.32575831066285,86.1855463355856,0.877490165989072,"Preventivo",0.552982935374633,720,0
"M0219","P05","Fresadora","B",9.67195066414092,80.4948454129062,0.530179650438101,"Preventivo",0.552982935374633,482.610474576398,1
"M0220","P01","Torno","C",8.27783778573576,63.2520526791769,0.521927509540747,"Preventivo",0.683622897300344,537.688808495476,1
"M0221","P11","Torno","A",3.81287841098123,81.75944396098,0.468083081896744,"Preventivo",0.733413789787234,720,0
"M0222","P07","Prensa","B",11.6345251056707,53.3713456847508,0.536124437561819,"Preventivo",0.833908884598662,366.93354098536,1
"M0223","P03","Fresadora","B",20,108.842592090066,0.853751398652398,"Correctivo",0.551092236535844,99.3853810658443,1
"M0224","P05","Prensa","C",8.7872780751591,109.646810902828,0.895118766607529,"Preventivo",0.552982935374633,699.307061349218,1
"M0225","P11","Prensa","A",2.84054894976813,65.2670893655088,0.919825560574234,"Correctivo",0.733413789787234,241.098259031764,1
"M0226","P08","Fresadora","B",12.7974305678032,38.2171545005854,0.942305639655465,"Correctivo",0.720227099612121,438.877769275137,1
"M0227","P05","Prensa","A",5.39874270524136,63.9481165748947,0.475624485070281,"Preventivo",0.552982935374633,720,0
"M0228","P04","Fresadora","A",12.2642384663162,86.0270584231443,0.581994926044565,"Preventivo",0.594337764396895,487.384023473473,1
