"id_maquina","id_planta","dia","tipo","fabricante","antiguedad_anios","plan_mantenimiento","tipo_intervencion","carga","temperatura","vibracion","degradacion","coste_euros"
"M0117","P04",365.684470604723,"Prensa","B",4.495209992808,"Correctivo","Correctiva",0.516225013713996,36.6211798789193,1.59334664899332,1.49572495217269,1617.25472131977
"M0119","P07",180,"Torno","B",10.1008700931759,"Preventivo","Preventiva",0.413713535984247,31.0896109788478,1.20793776883502,0.801690193789262,755.220420989675
"M0121","P08",283.942567787916,"Torno","B",4.83298849270773,"Correctivo","Correctiva",0.698809358210886,33.0025528329753,1.2959389038101,0.964344998548279,801.964899703056
"M0122","P02",180,"Prensa","A",17.0670271498484,"Preventivo","Preventiva",0.702789566568275,42.9490862761747,2.60805899698107,1.81625682345163,1172.08507957471
"M0124","P03",220.274763735554,"Torno","A",6.70019192981809,"Correctivo","Correctiva",0.760831487674858,38.7781990390669,1.36878018185651,0.95374333912842,334.871866525763
"M0125","P09",180,"Fresadora","A",20,"Preventivo","Preventiva",0.658727113244468,41.1280907728357,3.05548585715586,1.99786440230882,1005.39974185594
"M0126","P02",633.518690801053,"Fresadora","B",9.63557970681563,"Correctivo","Correctiva",0.650824436277945,38.3277679213665,5.57805083695368,2.83380694915793,1299.64772224051
"M0127","P06",149.24516337243,"Fresadora","B",3.54816988371217,"Preventivo","Correctiva",0.807076348927512,40.5740246921128,2.50127994200961,1.89980212944555,642.721256576788
"M0129","P01",180,"Prensa","A",6.64402033144091,"Preventivo","Preventiva",0.66418678130117,39.1910366409305,2.06334783807912,2.12153218497393,1217.93738947206
"M0130","P06",360,"Fresadora","A",5.69372281998696,"Preventivo","Preventiva",0.290605622986002,22.957116802342,1.60800223307337,1.16261606975308,745.052921637175
"M0131","P12",379.81391063618,"Fresadora","A",4.17648637915035,"Correctivo","Correctiva",0.746504305171562,41.6940575412236,1.02484248621023,0.965603874559062,1064.80329274167
"M0132","P02",665.50286130241,"Prensa","C",6.43183770247092,"Correctivo","Correctiva",0.815571720080835,35.4873677634633,2.64309763496737,5.54011758115522,4066.38811752119
"M0134","P03",360,"Prensa","C",4.94587696211284,"Preventivo","Preventiva",0.691967756712993,41.9130295658141,1.13434483609772,1.41926100810006,401.525099722177
"M0136","P05",378.662356791722,"Torno","C",4.82810335531648,"Preventivo","Correctiva",0.764622685373308,42.9771452355203,1.83803312231737,1.64326826572299,519.823451786982
"M0137","P06",714.357569048453,"Fresadora","A",13.2120393365411,"Correctivo","Correctiva",0.80986551541913,37.0599770921679,2.19064499654179,1.3743907889745,1199.54071698582
"M0139","P04",581.252360705592,"Torno","C",4.41462312652602,"Preventivo","Correctiva",0.816601193494886,38.2280817262714,1.37513894171555,2.94770801601433,466.989809658949
"M0140","P07",180,"Torno","B",4.39973241264862,"Preventivo","Preventiva",0.923057831262356,35.5117807628638,2.51535438185239,1.094209372508,467.235803167239
"M0142","P02",627.366718130212,"Torno","B",7.1737546790271,"Correctivo","Correctiva",0.790955899167849,36.1889918156901,4.32603037607002,4.96302164763269,2776.43357245236
"M0143","P01",699.59295847309,"Fresadora","A",2.89799091803889,"Correctivo","Correctiva",0.525168035827744,37.7610438523148,2.36830443743344,3.40979512309737,1093.2396026192
"M0145","P06",50.1049045161585,"Torno","C",14.3168871439537,"Preventivo","Correctiva",1,47.0428253809244,3.07980429188146,5.47051623488047,1768.74715423555
"M0146","P08",5.50237568729157,"Fresadora","A",1.9364406893688,"Correctivo","Correctiva",0.654439436304499,29.1472919136972,0.650716384523922,0.9794747894073,691.215132070691
"M0147","P05",153.660339892399,"Prensa","A",9.15506515521706,"Correctivo","Correctiva",0.712530198712512,41.3745734666351,3.08440158980799,4.09404595461106,1407.98312775678
"M0148","P06",403.031969070744,"Fresadora","A",11.0091628268395,"Correctivo","Correctiva",1,47.8567214078431,6.8741624762014,7.28644141374169,3067.04539919473
"M0149","P08",180,"Fresadora","A",7.54386219480996,"Preventivo","Preventiva",0.709519849945571,35.4832629982889,1.05798631011223,0.970153124733445,1228.5801642056
"M0150","P11",180,"Prensa","B",2.28144372320605,"Preventivo","Preventiva",0.799231022772575,42.0315917725122,0.815776799015093,0.967643920157375,394.81370646898
"M0152","P01",180,"Torno","A",10.6912080364123,"Preventivo","Preventiva",0.510131703668756,41.6790044125531,1.53806969722525,0.779879159004093,532.525466330053
"M0153","P08",541.444952026248,"Prensa","A",4.93182816706516,"Correctivo","Correctiva",0.681058297165346,31.8047603625664,2.3915655831185,6.74937384412802,2399.25621896097
"M0154","P02",320.422629104354,"Fresadora","A",1.80175577344567,"Correctivo","Correctiva",0.757166064303017,34.3838122680896,1.81851920312311,2.92312254794884,1167.46131746166
"M0155","P07",180,"Torno","B",7.86045220353325,"Preventivo","Preventiva",0.674459218700913,34.7245058205107,0.718661878288453,0.734352773662238,410.516843570671
"M0156","P06",244.003632064783,"Prensa","B",5.28498959493406,"Correctivo","Correctiva",0.676579968658986,29.1675501311754,2.0745738041563,2.86163063566571,1095.76820494927
"M0157","P11",180,"Prensa","A",6.24279332744686,"Preventivo","Preventiva",0.573873231178935,34.5289945360754,1.49874233890868,1.54701508905703,918.866286891344
"M0158","P09",507.76916415381,"Torno","A",3.14520715542967,"Correctivo","Correctiva",0.910875986373268,45.5645753689225,1.69405811941166,1.75257268973051,402.353532843073
"M0160","P03",180,"Torno","B",4.66218369433461,"Preventivo","Preventiva",0.717945760428776,42.1525840593222,1.25069969900248,0.735832191234903,449.076694281259
"M0161","P08",546.227914981487,"Fresadora","C",5.87894486827544,"Correctivo","Correctiva",0.780857046186121,38.9845306909619,2.50455993888109,2.33900693793475,1184.36959885689
"M0162","P09",180,"Prensa","C",1.02582774062558,"Preventivo","Preventiva",0.652643086900418,31.7963049046111,1.1140698917458,0.777261432380959,434.547546087254
"M0163","P03",180,"Torno","A",10.0708700466523,"Preventivo","Preventiva",0.793918355423177,46.464432760003,2.98894824039939,1.91090552013912,587.554789818236
"M0164","P12",180,"Prensa","A",3.22294549237734,"Preventivo","Preventiva",0.668970607842999,38.5145008993444,1.17259565792008,1.69455732321598,1304.11070671103
"M0166","P06",360,"Fresadora","B",7.00162905383455,"Preventivo","Preventiva",0.708445495826279,34.4924156691424,0.868053294419427,0.745119091774567,229.024496039757
"M0167","P11",472.752509932613,"Prensa","A",2.16317519200219,"Correctivo","Correctiva",0.750230034039779,38.3673503444893,1.52922656514121,3.18420036157073,891.290844156361
"M0168","P11",393.585763844792,"Torno","A",8.89146233308338,"Correctivo","Correctiva",0.748944947886576,41.154346245655,1.0154036111039,1.47657698656928,832.411518218141
"M0169","P04",262.295450486689,"Prensa","A",2.31535780941201,"Correctivo","Correctiva",0.867225648185534,40.657749458132,1.91533571434996,2.57126047134875,189.568205071482
"M0171","P10",180,"Torno","C",5.85389608180492,"Preventivo","Preventiva",0.766880280342328,42.6559112385135,1.19485153688532,1.63326287835291,366.919606749341
"M0172","P02",412.187310911723,"Fresadora","B",6.92069704795592,"Correctivo","Correctiva",0.538471620638802,37.885133802408,0.608588034205467,1.1658231795505,327.173479941412
"M0173","P07",180,"Torno","C",7.91685509308094,"Preventivo","Preventiva",0.671535791189912,30.8746419398416,1.98847384542324,0.854320654288142,837.068115663501
"M0174","P11",180,"Prensa","A",8.31598353135648,"Preventivo","Preventiva",0.807590050052272,39.4282501339572,1.43348707941861,1.1357683131597,953.652229036173
"M0175","P10",180,"Prensa","C",4.74547180412945,"Preventivo","Preventiva",0.590492559611741,35.4569542716516,1.15845540862866,0.648081572717759,314.106551851557
"M0176","P06",360,"Prensa","B",7.61643983798943,"Preventivo","Preventiva",0.676711415760128,35.7460432661037,2.84536527674266,0.839822011702983,273.558980217276
"M0177","P01",180,"Torno","B",6.02405010037645,"Preventivo","Preventiva",0.641629227901894,41.3351407051116,1.80959382229223,1.3006261873715,308.101264065648
"M0178","P02",155.017914863075,"Torno","B",7.7144912508168,"Correctivo","Correctiva",0.839678962824647,40.9862873078718,2.1247716946646,3.10509651542047,1183.05533288016
"M0179","P07",349.002976957235,"Prensa","A",9.46204404039191,"Correctivo","Correctiva",0.509274104601931,27.9434890194787,1.37122579231777,2.26714963834592,966.444856064531
"M0182","P05",360,"Fresadora","C",6.63055799278738,"Preventivo","Preventiva",0.724023334864472,43.9252465661798,1.19778224004065,0.747799599754307,488.376957149197
"M0185","P09",441.110789591003,"Torno","A",8.72968175470173,"Correctivo","Correctiva",1,46.1562904630569,4.82897246348699,5.48892161009222,1400.38425235918
"M0187","P02",706.364732312023,"Fresadora","A",8.49758429116925,"Correctivo","Correctiva",0.776550209640096,38.6944506130733,4.33508424542495,2.0562605679581,618.9983637314
"M0188","P11",489.647372010489,"Fresadora","C",16.1674150860377,"Correctivo","Correctiva",0.878353752393757,45.3450472366409,4.28292727062983,3.16949242538556,2075.35062542776
"M0189","P06",360,"Fresadora","B",15.687662309322,"Preventivo","Preventiva",0.731668238579446,39.1358081979874,3.86107412360465,2.16946988479397,1448.34430608088
"M0190","P05",585.426984671356,"Torno","C",5.6160737480679,"Correctivo","Correctiva",0.774898638369706,34.7684689777956,2.28567504544604,4.27408433015419,1618.31942169641
"M0191","P12",541.427057646823,"Prensa","A",13.2436342739271,"Correctivo","Correctiva",0.861967266488852,43.5816775445177,6.28249453049691,5.08676352566871,3023.28286524967
"M0193","P03",618.837006829901,"Torno","C",2.99605060480478,"Correctivo","Correctiva",0.774436723963162,40.8482380498982,4.6661785171633,6.93217687965116,2025.1577128782
"M0194","P05",180,"Prensa","A",2.96455788278757,"Preventivo","Preventiva",0.750160982355044,41.3186615460377,0.88835070656301,0.602698843389256,588.283573216572
"M0195","P03",290.07414370377,"Prensa","A",4.92234546016057,"Correctivo","Correctiva",0.658081823140731,40.0605114566298,0.810464937609922,2.37443306884817,1697.31139808896
"M0197","P04",540,"Fresadora","B",5.62937767661241,"Preventivo","Preventiva",0.59521117758266,38.3098455591846,3.46366776562538,2.37750211383984,642.046226201056
"M0198","P01",108.801364561321,"Prensa","B",4.26410329498417,"Preventivo","Correctiva",0.571528105122073,41.5394993162101,1.57430924119869,2.80457509624758,2372.67418263969
"M0199","P01",180,"Torno","A",3.6840633927511,"Preventivo","Preventiva",0.605613413122871,35.3275307346066,1.05688181537926,0.658314644466956,1110.21236628274
"M0200","P08",646.83054337785,"Prensa","A",3.49308555604227,"Correctivo","Correctiva",0.871499308046135,31.7642701093911,3.32679442435539,3.31297010619297,1719.65061352
"M0201","P09",556.60879260871,"Torno","A",7.35310447855568,"Correctivo","Correctiva",0.403252913486983,33.3294581977725,2.16947031069733,2.8192676832218,1943.08002962275
"M0203","P04",595.786979217994,"Torno","A",12.3029372525545,"Correctivo","Correctiva",0.740622422021309,38.8945755144218,2.22540862037677,1.83491830298805,1173.34532255391
"M0204","P01",180,"Prensa","B",7.51042487409776,"Preventivo","Preventiva",0.708160141608417,39.784380484461,1.15048291427994,0.786340194616038,699.45074042431
"M0205","P11",180,"Torno","C",6.49763332816198,"Preventivo","Preventiva",0.704440258967936,37.5650117751238,1.13721754763652,2.06416069279326,474.944927043975
"M0206","P01",180,"Torno","B",7.33248163886534,"Preventivo","Preventiva",0.503368614156539,40.9139499783041,0.744658678581505,0.661510501568641,714.417736615447
"M0207","P02",144.646230725594,"Torno","C",12.9935949863986,"Preventivo","Correctiva",0.66936489480413,41.4938873242462,2.81791431601233,5.98177718884215,1596.78038834986
"M0209","P11",596.877941061712,"Fresadora","A",5.08369570767172,"Correctivo","Correctiva",0.512384417671392,31.7834988901079,1.39035859227546,0.982707720455419,464.189403113814
"M0210","P03",677.940252695346,"Prensa","A",2.6947320247327,"Correctivo","Correctiva",0.411687150262349,36.2190878325871,0.502278715768316,1.79180299649748,1655.61203219823
"M0211","P12",180,"Torno","B",7.10043867325072,"Preventivo","Preventiva",0.430937897934159,30.326304108781,1.89087866010998,1.77328207895887,735.639985062804
"M0212","P01",180,"Fresadora","A",5.66875827790449,"Preventivo","Preventiva",0.890375464243343,39.1025029223329,1.70213448436259,1.82723088181727,584.016159619235
"M0213","P07",153.077377953111,"Torno","B",9.18706111832271,"Correctivo","Correctiva",0.469787740839495,29.6514004363063,2.28963905681044,1.77363710664517,657.161750449132
"M0214","P07",84.555772504902,"Fresadora","C",4.90686239045855,"Preventivo","Correctiva",0.593886226537533,32.2985948988676,1.3524926535574,3.31564512802952,1411.20040553785
"M0215","P11",180,"Prensa","A",4.99976540610086,"Preventivo","Preventiva",0.920182673871922,39.0341924630396,1.80313798047937,1.40208562637062,806.337319967843
"M0216","P03",532.83949159644,"Torno","A",6.89525371281832,"Correctivo","Correctiva",0.850028623032515,50.6617100193373,1.04711794180328,1.67907147628479,378.329887464579
"M0217","P02",180,"Torno","A",9.42397469448256,"Preventivo","Preventiva",0.801557981267672,43.1198944483937,4.4367873305546,3.78429965292969,713.622389308904
