id_maquina,id_planta,tipo,fabricante,antiguedad_anios,capacidad_kw,plan_mantenimiento,carga_media,zona,calidad_mantenimiento,temperatura_ambiental_media,tiempo,fallo,n_intervalos_observados
M0022,P06,Fresadora,A,2.028698153742428,95.80481506027849,Correctivo,0.78559338940650425,Sur,0.5599365188521057,27.3467055328597,430.9283748752235,1,15
M0023,P05,Fresadora,A,4.7892523159399465,46.14969971232556,Correctivo,0.8174875976621137,Centro,0.5534500108826634,29.812299145379253,198.71850091788409,1,7
M0024,P03,Prensa,A,2.698329876376948,66.0851347452486,Preventivo,0.87241037099083385,Centro,0.7363271954206225,21.46632597757719,395.1294319683787,1,14
M0025,P10,Torno,A,7.452364233803496,55.61465755548976,Preventivo,0.7065819082240646,Sur,0.8007702861329701,23.83049166876269,298.088015393213,1,10
M0026,P06,Torno,B,3.6163526486612394,90.31946261019826,Correctivo,0.6691914122679323,Sur,0.5599365188521057,27.3467055328597,450.8650269290923,1,16
M0027,P04,Fresadora,B,4.7553232892123525,45.31735448917165,Correctivo,0.5499209985251932,Sur,0.5948147700714784,26.266803606258584,578.4105529520812,1,20
M0028,P03,Prensa,C,7.367135546054475,94.36657950015443,Correctivo,0.7038897027368244,Centro,0.7363271954206225,21.46632597757719,397.4762246742603,1,14
M0029,P06,Torno,A,5.00336983701533,36.06102498919587,Preventivo,0.7245405199651307,Sur,0.5599365188521057,27.3467055328597,655.4658041902524,1,22
M0030,P04,Torno,A,8.11606428626274,53.94580480904083,Correctivo,0.38227684934417977,Sur,0.5948147700714784,26.266803606258584,520.0617523600044,1,18
M0031,P02,Prensa,A,4.74763175846508,62.32204516637731,Preventivo,0.4347590666658321,Sur,0.6112808956532385,23.775750060961073,94.07395170236849,1,4
M0032,P10,Torno,C,10.776875159801651,65.03830959436229,Preventivo,0.6045369938571962,Sur,0.8007702861329701,23.83049166876269,11.069157421550273,1,1
M0033,P11,Prensa,B,2.510787789879508,79.19275896195319,Preventivo,0.7145188476274241,Norte,0.6948780745805822,25.411629283364377,401.7477050218695,1,14
M0034,P04,Prensa,A,4.714917600992085,85.0501007583776,Preventivo,0.6174134537087806,Sur,0.5948147700714784,26.266803606258584,498.5649738344637,1,17
M0035,P04,Prensa,B,4.484773901258052,99.8885209922814,Preventivo,0.8060763803772064,Sur,0.5948147700714784,26.266803606258584,72.48269269608922,1,3
M0036,P01,Prensa,C,3.38967589516543,53.05593492364099,Correctivo,0.6945418411884736,Centro,0.5916641178967565,20.75990227476123,342.79949915595046,1,12
M0037,P02,Torno,C,2.5285561459695245,80.24335695049973,Correctivo,0.3528292560694825,Sur,0.6112808956532385,23.775750060961073,711.1861750084292,1,24
M0038,P04,Fresadora,A,4.900249738591778,121.97983914902602,Correctivo,0.6114843550238968,Sur,0.5948147700714784,26.266803606258584,105.56687191030213,1,4
M0039,P12,Fresadora,A,8.869407380168653,91.96350041770654,Preventivo,0.6432032663104489,Norte,0.7256822092033763,18.05302548860507,453.35447254327534,1,16
M0040,P08,Torno,A,2.5127015268672563,71.84799122653318,Correctivo,0.7585657654869284,Centro,0.5300840248883054,26.13774261615842,137.9378007457144,1,5
M0041,P05,Torno,B,3.1886881940448855,77.84220874533786,Preventivo,0.8795176318056086,Centro,0.5534500108826634,29.812299145379253,290.07041950758685,1,10
M0042,P08,Torno,A,5.9725294156775215,44.848681640645694,Correctivo,0.7208904342470607,Centro,0.5300840248883054,26.13774261615842,492.21612132495954,1,17
M0043,P08,Fresadora,A,7.491630056812635,71.81628464880305,Correctivo,0.5629483686938546,Centro,0.5300840248883054,26.13774261615842,625.8958274802457,1,21
M0044,P05,Prensa,B,5.35652695073942,80.46028112590731,Preventivo,0.6101748543705064,Centro,0.5534500108826634,29.812299145379253,551.7811000611024,1,19
M0045,P12,Fresadora,B,11.13454474857298,88.94410488699711,Preventivo,0.3737148254268975,Norte,0.7256822092033763,18.05302548860507,719.9883501461004,1,24
M0046,P09,Torno,A,11.768860369565733,55.65521732026384,Preventivo,0.5298176081366741,Centro,0.6631797739082478,23.196749361855407,260.1847342260438,1,9
M0047,P08,Fresadora,A,5.99299021868824,90.32983689587002,Preventivo,0.8284722826152601,Centro,0.5300840248883054,26.13774261615842,135.57886511798964,1,5
M0048,P03,Fresadora,B,7.145679655470651,106.21753476430554,Preventivo,0.6025040580023862,Centro,0.7363271954206225,21.46632597757719,471.87974392874133,1,16
M0049,P05,Torno,A,6.463881747589564,71.33145587247023,Preventivo,0.7290819050315027,Centro,0.5534500108826634,29.812299145379253,63.126702880436,1,3
M0050,P10,Torno,B,5.802749045046946,98.87417114273954,Correctivo,0.8000353705517002,Sur,0.8007702861329701,23.83049166876269,259.67547739616396,1,9
M0051,P11,Fresadora,B,2.996682794433264,75.79308312198538,Correctivo,0.7846001410610035,Norte,0.6948780745805822,25.411629283364377,55.20840829837027,1,2
M0052,P02,Prensa,A,3.8041683872144434,85.15061762858922,Preventivo,0.7847343813865119,Sur,0.6112808956532385,23.775750060961073,278.2566771415668,1,10
M0053,P09,Prensa,A,7.696859389260662,91.42897830344221,Preventivo,0.6016590319429586,Centro,0.6631797739082478,23.196749361855407,421.55446221855607,1,15
M0054,P10,Torno,B,4.927223786435483,78.58577667078782,Correctivo,0.6079179063211416,Sur,0.8007702861329701,23.83049166876269,172.93374949592672,1,6
M0055,P04,Torno,C,11.31518606273222,40.21713715998265,Preventivo,0.7764408007386324,Sur,0.5948147700714784,26.266803606258584,57.129413228597954,1,2
M0056,P07,Prensa,C,4.521456290007693,96.92957495149498,Correctivo,0.6920905490362376,Centro,0.6303256713678888,17.019784434442585,170.01424103571708,1,6
M0057,P03,Prensa,B,1.7459622884994719,74.01444473172329,Preventivo,0.8828957310182342,Centro,0.7363271954206225,21.46632597757719,720,0,24
M0058,P09,Torno,A,20,58.17773532695158,Preventivo,0.54640699220089906,Centro,0.6631797739082478,23.196749361855407,58.43982595720347,1,2
M0059,P04,Fresadora,A,1.4684570387153475,56.43118840320432,Correctivo,0.9529246591299765,Sur,0.5948147700714784,26.266803606258584,7.0702104319771895,1,1
M0060,P12,Prensa,A,3.5431386948621144,76.70343970144243,Correctivo,0.6401967961308275,Norte,0.7256822092033763,18.05302548860507,28.219735568453604,1,1
M0061,P04,Prensa,B,4.410234241187592,67.01407426628136,Preventivo,0.7724352216606857,Sur,0.5948147700714784,26.266803606258584,460.13615315992945,1,16
M0062,P06,Fresadora,C,3.9842148462687548,66.47968851224277,Correctivo,0.6435412582848871,Sur,0.5599365188521057,27.3467055328597,448.6857726459158,1,15
M0063,P11,Prensa,A,4.894606260551118,73.56476551174775,Preventivo,0.4133017072835463,Norte,0.6948780745805822,25.411629283364377,456.9826111492807,1,16
M0064,P02,Torno,A,4.603555587632476,56.17521928877833,Preventivo,0.5962386929660699,Sur,0.6112808956532385,23.775750060961073,74.08754248943038,1,3
M0065,P02,Torno,B,6.222976604894643,76.83459108911717,Correctivo,0.4038357880920634,Sur,0.6112808956532385,23.775750060961073,720,0,24
M0066,P08,Fresadora,B,7.848473540204706,91.44440304742469,Correctivo,0.5983646217329833,Centro,0.5300840248883054,26.13774261615842,323.9818545007769,1,11
M0067,P10,Fresadora,A,4.070648403622724,58.75693620564259,Correctivo,0.9071670876770438,Sur,0.8007702861329701,23.83049166876269,164.45000074701352,1,6
M0068,P12,Fresadora,B,19.351084912748888,77.14281625669547,Correctivo,0.8958425590125161,Norte,0.7256822092033763,18.05302548860507,348.71026096738655,1,12
M0069,P12,Fresadora,A,4.762536230945671,110.87339753851182,Correctivo,0.30662026913289625,Norte,0.7256822092033763,18.05302548860507,111.15968758158144,1,4
M0070,P11,Torno,C,5.927149571619462,76.7681257817998,Preventivo,0.5093597316497658,Norte,0.6948780745805822,25.411629283364377,403.6592923033564,1,14
M0071,P01,Torno,B,6.444019784627276,69.47479370105049,Preventivo,0.45788480019024574,Centro,0.5916641178967565,20.75990227476123,506.64443434362335,1,17
M0072,P11,Prensa,B,9.893172508224733,74.54247003911051,Preventivo,0.7929169118031293,Norte,0.6948780745805822,25.411629283364377,84.08168048858423,1,3
M0073,P03,Torno,A,4.027659847337624,76.69468347575413,Correctivo,0.7577868516051864,Centro,0.7363271954206225,21.46632597757719,445.8668859192626,1,15
M0074,P12,Fresadora,C,7.787889013114171,59.46360295699819,Preventivo,0.491246973545025,Norte,0.7256822092033763,18.05302548860507,168.38507725257588,1,6
M0075,P11,Fresadora,B,7.3931681761388015,95.88715891820218,Preventivo,0.8457909632739784,Norte,0.6948780745805822,25.411629283364377,606.4647751555174,1,21
M0076,P06,Fresadora,A,5.22514304660673,77.4080834537573,Correctivo,0.7717643810259971,Sur,0.5599365188521057,27.3467055328597,476.62568821572575,1,16
M0077,P02,Prensa,A,3.02043780870234,100.87341043026774,Preventivo,0.9493724387148509,Sur,0.6112808956532385,23.775750060961073,180.31685808377972,1,7
M0078,P09,Fresadora,B,8.192752817890492,98.35656386418647,Preventivo,0.7034476059766627,Centro,0.6631797739082478,23.196749361855407,554.4763516549866,1,19
M0079,P01,Prensa,C,10.684085958258162,105.52266601180625,Correctivo,0.9740942852083772,Centro,0.5916641178967565,20.75990227476123,433.987992405002,1,15
M0080,P08,Torno,A,12.940299997028207,110.2375882970351,Correctivo,0.5446916505898219,Centro,0.5300840248883054,26.13774261615842,485.1706778053899,1,17
M0081,P08,Torno,C,5.8909669406180285,111.32179699522891,Correctivo,0.6588953838702181,Centro,0.5300840248883054,26.13774261615842,171.04998872521332,1,6
M0082,P03,Torno,C,5.391587206053199,72.59552511721044,Preventivo,0.8670550507914536,Centro,0.7363271954206225,21.46632597757719,280.9807346738916,1,10
M0083,P08,Torno,B,11.555468754991626,101.96473496762147,Preventivo,0.8695463442465877,Centro,0.5300840248883054,26.13774261615842,374.02068528453174,1,13
M0084,P04,Torno,A,8.461051258896488,117.02587645038473,Preventivo,0.9317960393134008,Sur,0.5948147700714784,26.266803606258584,96.57969379569863,1,4
M0085,P02,Torno,B,7.147260462787737,89.52235581775918,Correctivo,0.9355490464609317,Sur,0.6112808956532385,23.775750060961073,188.78867388254085,1,7
M0086,P07,Torno,C,9.759823526994483,81.81408546254609,Correctivo,0.6709544278530967,Centro,0.6303256713678888,17.019784434442585,366.4872410710927,1,13
M0087,P09,Fresadora,A,7.280461413089585,79.01132940334033,Correctivo,0.7359961420472578,Centro,0.6631797739082478,23.196749361855407,227.83782230243207,1,8
M0088,P05,Prensa,C,3.96077508249624,96.59453492428509,Preventivo,0.733383302525364,Centro,0.5534500108826634,29.812299145379253,373.83818141748236,1,13
M0089,P09,Torno,C,12.834465300794255,110.3626813814711,Correctivo,0.5956686232953173,Centro,0.6631797739082478,23.196749361855407,68.68515473141399,1,3
M0090,P12,Torno,A,2.176024464941202,60.9752050562052,Correctivo,0.6090773319705773,Norte,0.7256822092033763,18.05302548860507,226.7623909973775,1,8
M0091,P06,Prensa,B,14.982291640005961,102.92212472557705,Preventivo,0.5334390023810374,Sur,0.5599365188521057,27.3467055328597,25.86243716774274,1,1
M0092,P11,Fresadora,A,8.974074479496648,57.266996600120535,Preventivo,0.41847632042912686,Norte,0.6948780745805822,25.411629283364377,201.51604639935923,1,7
M0093,P10,Prensa,B,10.344527221407697,88.1778315855641,Preventivo,0.8767035627564452,Sur,0.8007702861329701,23.83049166876269,163.69316446442593,1,6
M0094,P06,Prensa,B,5.270485651998612,71.5122952707677,Correctivo,0.5304845313640703,Sur,0.5599365188521057,27.3467055328597,443.17325235536686,1,15
M0095,P05,Torno,A,4.817496870619122,69.66972401003953,Preventivo,0.5997452724545902,Centro,0.5534500108826634,29.812299145379253,130.89632857537657,1,5
M0096,P10,Fresadora,B,4.071369495438145,81.01195131387898,Preventivo,0.6644689061395015,Sur,0.8007702861329701,23.83049166876269,291.03869490418157,1,10
M0097,P09,Prensa,A,7.980268037677096,46.47641221979528,Correctivo,0.7536323005398823,Centro,0.6631797739082478,23.196749361855407,147.29768686670218,1,5
M0098,P10,Torno,C,9.988299747125437,86.3959200846481,Correctivo,0.669297894116914,Sur,0.8007702861329701,23.83049166876269,142.5677715071246,1,5
M0099,P02,Fresadora,B,8.104415708823048,82.5751023441639,Preventivo,0.5429702374567398,Sur,0.6112808956532385,23.775750060961073,132.8614363764637,1,5
M0100,P04,Torno,C,4.889372453995616,64.78842692644272,Correctivo,0.8219893685352826,Sur,0.5948147700714784,26.266803606258584,460.39593860845815,1,16
M0101,P12,Fresadora,B,3.3217175460302153,77.1977604097085,Correctivo,0.4883016202847975,Norte,0.7256822092033763,18.05302548860507,414.65070122107744,1,14
M0102,P08,Fresadora,C,4.468790113655018,82.9968651706399,Preventivo,0.7806312470828582,Centro,0.5300840248883054,26.13774261615842,265.17006029633075,1,9
M0103,P06,Torno,C,20,58.86342320126831,Correctivo,0.6551471379408992,Sur,0.5599365188521057,27.3467055328597,9.9151103275745,1,1
M0104,P10,Fresadora,C,6.678728571150022,91.81994281987218,Preventivo,0.5958718570295622,Sur,0.8007702861329701,23.83049166876269,673.0109287338287,1,23
M0105,P04,Fresadora,A,8.067260608019007,83.23885018413732,Preventivo,0.6985853473910192,Sur,0.5948147700714784,26.266803606258584,74.40520867220557,1,3
M0106,P09,Prensa,B,7.179305199197942,102.74843167633128,Preventivo,0.830320977857072,Centro,0.6631797739082478,23.196749361855407,104.986265990679,1,4
M0107,P12,Fresadora,A,4.148155349261559,105.32917893593459,Correctivo,0.8086850794333367,Norte,0.7256822092033763,18.05302548860507,676.1099081149375,1,23
M0108,P01,Torno,A,4.925556259020791,102.66704863207003,Correctivo,0.7978527531396182,Centro,0.5916641178967565,20.75990227476123,372.729559356481,1,13
M0109,P03,Fresadora,B,3.5727121669023774,69.76468119111935,Correctivo,0.5853830444205625,Centro,0.7363271954206225,21.46632597757719,432.59753106104057,1,15
M0110,P11,Torno,A,6.194085909321213,87.49757912360728,Correctivo,0.7722114981185916,Norte,0.6948780745805822,25.411629283364377,97.05624007097244,1,4
M0111,P10,Prensa,C,4.877681652759415,76.6383420512902,Correctivo,0.7368577523197756,Sur,0.8007702861329701,23.83049166876269,382.51703927614136,1,13
M0112,P10,Prensa,C,7.273332516933685,56.946809372866255,Preventivo,0.7725053875291574,Sur,0.8007702861329701,23.83049166876269,83.48928767422038,1,3
M0113,P08,Prensa,C,16.350531505848096,88.5385858371484,Preventivo,0.6956597343725853,Centro,0.5300840248883054,26.13774261615842,115.86362948973688,1,4
M0114,P03,Torno,B,10.12139623914157,77.9855604012482,Correctivo,0.7891602513159307,Centro,0.7363271954206225,21.46632597757719,306.29270160714094,1,11
M0115,P12,Prensa,A,3.577540084848767,73.91402722603456,Preventivo,0.7488214435896737,Norte,0.7256822092033763,18.05302548860507,443.68926201841646,1,15
M0116,P04,Torno,B,9.10616081409687,53.86726341988498,Correctivo,0.7965740422392011,Sur,0.5948147700714784,26.266803606258584,160.5812013406507,1,6
M0117,P10,Fresadora,C,3.345795967651269,61.71840098154136,Preventivo,0.5579528584481548,Sur,0.8007702861329701,23.83049166876269,449.8481539421243,1,15
M0118,P06,Fresadora,B,4.551380738063603,64.72224273531826,Correctivo,0.7975000948945825,Sur,0.5599365188521057,27.3467055328597,98.40364803520787,1,4
M0119,P11,Fresadora,B,9.538178591558436,62.46623505219307,Preventivo,0.9137991953819506,Norte,0.6948780745805822,25.411629283364377,27.372317339010376,1,1
M0120,P02,Torno,B,2.596049976691033,103.15382055004596,Preventivo,0.7297166573402133,Sur,0.6112808956532385,23.775750060961073,597.2796958851299,1,20
M0121,P10,Fresadora,B,5.785238692239957,70.1724826716606,Preventivo,0.6500709940796947,Sur,0.8007702861329701,23.83049166876269,589.8376329669942,1,20
M0122,P12,Prensa,C,2.913848707534531,51.181771347570496,Preventivo,0.5617368390744226,Norte,0.7256822092033763,18.05302548860507,613.4988876597313,1,21
M0123,P10,Torno,B,7.900258847664934,111.00059099302844,Preventivo,0.7772310817512748,Sur,0.8007702861329701,23.83049166876269,678.6212888440614,1,23
M0124,P03,Prensa,A,5.035775943386538,83.8134315156239,Preventivo,0.6663960823274218,Centro,0.7363271954206225,21.46632597757719,333.07035563852304,1,12
M0125,P10,Torno,A,4.155334739912232,100.56579432458969,Correctivo,0.4819512678184265,Sur,0.8007702861329701,23.83049166876269,466.7734212804554,1,16
M0126,P01,Torno,B,5.129164774103795,82.77142345638673,Preventivo,0.6016190040430244,Centro,0.5916641178967565,20.75990227476123,696.609469472495,1,24
M0127,P06,Fresadora,C,7.25835432094013,93.57669107269002,Correctivo,0.856018559866377,Sur,0.5599365188521057,27.3467055328597,536.0192520235801,1,18
M0128,P06,Fresadora,A,4.63949274060231,98.46709099093991,Preventivo,0.6934293843954886,Sur,0.5599365188521057,27.3467055328597,479.612951884455,1,16
M0129,P12,Fresadora,A,7.307611140749406,66.29157076415801,Correctivo,0.7163055145952305,Norte,0.7256822092033763,18.05302548860507,238.29388438729856,1,8
M0130,P09,Torno,A,5.194158323269781,92.08917734071717,Preventivo,0.45622259967406625,Centro,0.6631797739082478,23.196749361855407,575.8150520469884,1,20
M0131,P03,Fresadora,A,2.7177257133338455,74.92524328304657,Correctivo,0.4795756571719463,Centro,0.7363271954206225,21.46632597757719,246.0131642526517,1,9
M0132,P08,Torno,A,2.7984948848499056,75.29949514556455,Preventivo,0.9373481178949481,Centro,0.5300840248883054,26.13774261615842,20.1108693363308,1,1
M0133,P12,Torno,A,3.765915121073529,79.28226437145766,Correctivo,0.7167807245564805,Norte,0.7256822092033763,18.05302548860507,720,0,24
M0134,P04,Torno,A,10.203131529522233,74.39378811214328,Correctivo,0.577722343126206,Sur,0.5948147700714784,26.266803606258584,284.58303977072177,1,10
M0135,P06,Torno,A,2.177942079372241,65.05542363440993,Correctivo,0.46975735835461013,Sur,0.5599365188521057,27.3467055328597,443.2805806033032,1,15
M0136,P08,Prensa,A,8.06524162020198,69.42648199917782,Preventivo,0.7534352747474334,Centro,0.5300840248883054,26.13774261615842,7.581829270354798,1,1
M0137,P10,Fresadora,C,9.040717536974752,64.09716541535174,Preventivo,0.527662355476868,Sur,0.8007702861329701,23.83049166876269,123.37146996654596,1,5
M0138,P06,Torno,A,10.44538830420348,75.51468600109959,Preventivo,0.8805872142490461,Sur,0.5599365188521057,27.3467055328597,177.25750418579327,1,6
M0139,P02,Prensa,C,5.697711209019035,78.83610444093398,Correctivo,0.8405693406337205,Sur,0.6112808956532385,23.775750060961073,153.18673655046004,1,6
M0140,P10,Torno,C,3.13213294396361,69.77316434829368,Preventivo,0.8649850477869844,Sur,0.8007702861329701,23.83049166876269,265.3702187389519,1,9
M0141,P05,Torno,A,17.41170533452568,62.20177911935692,Correctivo,0.7547011619781617,Centro,0.5534500108826634,29.812299145379253,130.12025177730135,1,5
M0142,P11,Prensa,A,3.9271523192959714,61.01773372455369,Preventivo,0.4713934411967991,Norte,0.6948780745805822,25.411629283364377,294.1139211590678,1,10
M0143,P03,Prensa,B,4.758295114405047,64.1888145142054,Correctivo,0.39770614839254764,Centro,0.7363271954206225,21.46632597757719,488.3031400760312,1,17
M0144,P10,Torno,C,9.604565382871902,108.22559201272462,Correctivo,0.7938593318636724,Sur,0.8007702861329701,23.83049166876269,69.96969815537231,1,3
M0145,P06,Torno,A,5.226573874864764,120.9028619553049,Correctivo,0.9476659127013195,Sur,0.5599365188521057,27.3467055328597,188.73923487431006,1,7
M0146,P11,Fresadora,A,3.208082200411906,77.87742244920861,Correctivo,0.6414141440315574,Norte,0.6948780745805822,25.411629283364377,211.63637778803982,1,8
M0147,P10,Torno,A,9.681779263827897,90.88093091423048,Preventivo,0.6399355855268298,Sur,0.8007702861329701,23.83049166876269,703.8929586730934,1,24
M0148,P11,Prensa,C,2.347988338622527,88.18358120760385,Correctivo,0.8842230784831066,Norte,0.6948780745805822,25.411629283364377,561.2928787675434,1,19
M0149,P06,Torno,B,2.725441103088762,64.29552363389755,Preventivo,0.3901486267816558,Sur,0.5599365188521057,27.3467055328597,529.650577445128,1,18
M0150,P04,Torno,A,7.28258637546772,94.2001437623349,Correctivo,0.7199632822615398,Sur,0.5948147700714784,26.266803606258584,326.769477483699,1,11
M0151,P07,Fresadora,A,8.275430814806633,72.07622540402983,Correctivo,0.8619052172181422,Centro,0.6303256713678888,17.019784434442585,404.80405342969755,1,14
M0152,P04,Fresadora,B,7.430157699257954,72.61613951024165,Correctivo,0.6283268366573114,Sur,0.5948147700714784,26.266803606258584,692.7655418459702,1,24
M0153,P08,Prensa,A,18.004798731859495,85.71824206688879,Preventivo,0.8042770353365444,Centro,0.5300840248883054,26.13774261615842,18.346340207158242,1,1
M0154,P08,Prensa,A,7.896247207114936,84.18984716333422,Correctivo,0.5453614918901328,Centro,0.5300840248883054,26.13774261615842,152.62559030389502,1,6
M0155,P02,Prensa,B,6.92147351543172,82.72627806396503,Preventivo,0.8414676255366933,Sur,0.6112808956532385,23.775750060961073,529.4746318539502,1,18
M0156,P08,Torno,A,8.739178333118272,80.17292704903404,Correctivo,0.8445380982017824,Centro,0.5300840248883054,26.13774261615842,31.89018970588417,1,2
M0157,P12,Torno,A,2.648380829059267,87.30865759486393,Correctivo,0.5591861254186254,Norte,0.7256822092033763,18.05302548860507,720,0,24
M0158,P03,Prensa,A,4.783166326633659,57.921855986378766,Preventivo,0.8625736185456456,Centro,0.7363271954206225,21.46632597757719,593.089611022357,1,20
M0159,P04,Prensa,B,6.115646965707167,88.2419136412614,Preventivo,0.3243274803044717,Sur,0.5948147700714784,26.266803606258584,510.35074866204326,1,18
M0160,P11,Prensa,C,17.104263173516014,82.58078942728429,Correctivo,0.47439552875206425,Norte,0.6948780745805822,25.411629283364377,87.57495772131297,1,3
M0161,P02,Fresadora,B,6.142082366131382,81.80407713632034,Correctivo,0.5979971033637735,Sur,0.6112808956532385,23.775750060961073,561.131174366566,1,19
M0162,P09,Torno,A,2.5850144738197507,116.97696227120524,Correctivo,0.8085776910279828,Centro,0.6631797739082478,23.196749361855407,336.73311944564193,1,12
M0163,P05,Prensa,B,6.1071040774742675,83.98166991546783,Preventivo,0.3502400136563399,Centro,0.5534500108826634,29.812299145379253,145.54760805521738,1,5
M0164,P11,Torno,B,5.0163453623413305,79.03958436798568,Correctivo,0.5739037648061943,Norte,0.6948780745805822,25.411629283364377,373.4380665630528,1,13
M0165,P11,Prensa,A,8.625512629116704,47.35134830733468,Correctivo,0.5770947161382127,Norte,0.6948780745805822,25.411629283364377,54.577125118074214,1,2
M0166,P10,Prensa,A,7.282422644606865,93.59391145756561,Correctivo,0.7672333496773509,Sur,0.8007702861329701,23.83049166876269,225.9485906713441,1,8
M0167,P05,Torno,B,5.92856501203528,75.11410181089958,Preventivo,0.49304780036634754,Centro,0.5534500108826634,29.812299145379253,640.423882034764,1,22
M0168,P08,Fresadora,C,4.654646698925344,90.76900289823338,Correctivo,0.6584433230402224,Centro,0.5300840248883054,26.13774261615842,368.4014242185988,1,13
M0169,P05,Prensa,C,8.069772146796728,62.62809075532365,Correctivo,0.6184709242512624,Centro,0.5534500108826634,29.812299145379253,161.90534093325493,1,6
M0170,P11,Prensa,A,3.605147048236442,60.5782865545666,Correctivo,0.8331994397446834,Norte,0.6948780745805822,25.411629283364377,130.8455960721426,1,5
M0171,P09,Prensa,B,12.677466334451823,61.83670958919946,Correctivo,0.6702220259347372,Centro,0.6631797739082478,23.196749361855407,309.80326116095847,1,11
M0172,P11,Fresadora,C,3.7576177066662133,56.13635015484139,Correctivo,0.4417725287865208,Norte,0.6948780745805822,25.411629283364377,720,0,24
M0173,P10,Fresadora,C,5.732598162588263,73.23900987456376,Correctivo,0.9209082470075579,Sur,0.8007702861329701,23.83049166876269,44.17311530317417,1,2
M0174,P03,Fresadora,B,9.585241283711788,76.50240115247423,Correctivo,0.6387839515484353,Centro,0.7363271954206225,21.46632597757719,720,0,24
M0175,P09,Torno,A,2.941409364772195,81.71421838039899,Correctivo,0.9535284184524193,Centro,0.6631797739082478,23.196749361855407,170.39117355993451,1,6
M0176,P03,Torno,A,5.903162157902735,97.52415251287734,Preventivo,0.9074355447636413,Centro,0.7363271954206225,21.46632597757719,17.126369312668388,1,1
M0177,P08,Prensa,C,5.173458427132392,64.5926799383147,Correctivo,0.5984896055208531,Centro,0.5300840248883054,26.13774261615842,379.3216220668447,1,13
