id_maquina,id_planta,dia,tiempo_anios,tipo,fabricante,plan_mantenimiento,antiguedad_anios,carga,temperatura_observada,vibracion_observada,degradacion,mantenimiento_realizado,dias_desde_mantenimiento,mantenimiento_reciente,tiempo,fallo
M0002,P07,240,0.6575342465753424,Prensa,C,Correctivo,3.6762763066202924,0.6199409450430191,26.609146349722078,1.4449359502384387,2.883473713498005,FALSE,240,0,594.5825162300195,1
M0002,P07,270,0.7397260273972602,Prensa,C,Correctivo,3.6762763066202924,0.6826415706390991,29.319529433861728,2.0752732866997206,3.618198192819614,FALSE,270,0,594.5825162300195,1
M0002,P07,300,0.821917808219178,Prensa,C,Correctivo,3.6762763066202924,0.7089301382366041,32.33806191434696,2.2539239162855,2.4492838952892066,FALSE,300,0,594.5825162300195,1
M0002,P07,330,0.9041095890410958,Prensa,C,Correctivo,3.6762763066202924,0.6673606285899643,28.49856417916813,2.41269634285878,2.188369410125369,FALSE,330,0,594.5825162300195,1
M0002,P07,360,0.9863013698630136,Prensa,C,Correctivo,3.6762763066202924,0.6759575647233561,27.16174719286055,2.6142841782857356,1.5910904448997867,FALSE,360,0,594.5825162300195,1
M0002,P07,390,1.0684931506849316,Prensa,C,Correctivo,3.6762763066202924,0.7497958263972557,32.11908457493305,3.1769304504511657,4.533434759667598,FALSE,390,0,594.5825162300195,1
M0002,P07,420,1.1506849315068493,Prensa,C,Correctivo,3.6762763066202924,0.6806585817626233,30.703516590568306,1.9716257450918364,3.34991857868597,FALSE,420,0,594.5825162300195,1
M0002,P07,450,1.2328767123287672,Prensa,C,Correctivo,3.6762763066202924,0.7457398115119838,36.76741790621006,3.0262800347600938,2.62745197172598,FALSE,450,0,594.5825162300195,1
M0002,P07,480,1.3150684931506849,Prensa,C,Correctivo,3.6762763066202924,0.9064130938532224,37.15068514088186,4.36027082400762,4.015995902381819,FALSE,480,0,594.5825162300195,1
M0002,P07,510,1.3972602739726028,Prensa,C,Correctivo,3.6762763066202924,0.6549454739008127,29.785226996460207,2.2158141460549223,3.3759942714466447,FALSE,510,0,594.5825162300195,1
M0002,P07,540,1.4794520547945205,Prensa,C,Correctivo,3.6762763066202924,0.8512427284445517,29.457339742114215,NA,7.459807056533862,FALSE,540,0,594.5825162300195,1
M0002,P07,570,1.5616438356164384,Prensa,C,Correctivo,3.6762763066202924,0.733557961442853,NA,2.9332431882005867,3.542611435036632,FALSE,570,0,594.5825162300195,1
M0003,P01,0,0,Fresadora,B,Preventivo,5.083074133764403,0.2497664573077488,29.73630291913681,0.6127142339127561,1.2793314315931377,FALSE,0,0,720,0
M0003,P01,30,0.0821917808219178,Fresadora,B,Preventivo,5.083074133764403,0.4147096328743624,31.012191732266274,0.9131544257211294,1.2393039449094736,FALSE,30,0,720,0
M0003,P01,60,0.1643835616438356,Fresadora,B,Preventivo,5.083074133764403,0.3121388892556892,35.195485201725425,0.690072748645117,1.6614888396141476,FALSE,60,0,720,0
M0003,P01,90,0.2465753424657534,Fresadora,B,Preventivo,5.083074133764403,0.4694835302927463,35.95879063935336,1.1122666494699682,2.0694073514099975,FALSE,90,0,720,0
M0003,P01,120,0.3287671232876712,Fresadora,B,Preventivo,5.083074133764403,0.35798762485298163,30.153200193257497,0.9144021383665855,1.7648409010991069,FALSE,120,0,720,0
M0003,P01,150,0.410958904109589,Fresadora,B,Preventivo,5.083074133764403,0.24765515667977944,27.241107980937386,0.7690246395034565,1.2029344403450675,FALSE,150,0,720,0
M0003,P01,180,0.4931506849315068,Fresadora,B,Preventivo,5.083074133764403,0.39163504800305216,26.811725836179875,1.2007141070493133,0.6800925035027225,TRUE,0,1,720,0
M0003,P01,210,0.5753424657534246,Fresadora,B,Preventivo,5.083074133764403,0.3180093832868404,27.413619941219913,0.7635587478403575,0.9541354002795372,FALSE,30,1,720,0
M0003,P01,240,0.6575342465753424,Fresadora,B,Preventivo,5.083074133764403,0.3581542691663112,23.955610942794323,1.3000913083754,0.6075732281806603,FALSE,60,1,720,0
M0003,P01,270,0.7397260273972602,Fresadora,B,Preventivo,5.083074133764403,0.34117851224338536,26.62610772020872,1.3405407892046746,1.5023764439103389,FALSE,90,1,720,0
M0003,P01,300,0.821917808219178,Fresadora,B,Preventivo,5.083074133764403,0.3489894455189872,25.569144867113973,1.1617257381089332,1.4350952130638768,FALSE,120,0,720,0
M0003,P01,330,0.9041095890410958,Fresadora,B,Preventivo,5.083074133764403,0.35576930356053665,28.12173493544327,1.1383670758673603,1.51854951829503,FALSE,150,0,720,0
M0003,P01,360,0.9863013698630136,Fresadora,B,Preventivo,5.083074133764403,0.3198637912660789,32.15100402686981,NA,1.0190940880376171,TRUE,0,1,720,0
M0003,P01,390,1.0684931506849316,Fresadora,B,Preventivo,5.083074133764403,0.3293020624171438,32.96516820341944,1.100795841281098,0.7032883302707721,FALSE,30,1,720,0
M0003,P01,420,1.1506849315068493,Fresadora,B,Preventivo,5.083074133764403,0.4385605655648756,33.00330302343726,1.5883189189466105,1.1015716494632626,FALSE,60,1,720,0
M0003,P01,450,1.2328767123287672,Fresadora,B,Preventivo,5.083074133764403,0.35946547869778644,32.374938221757525,1.900206406682739,1.3644775129851658,FALSE,90,1,720,0
M0003,P01,480,1.3150684931506849,Fresadora,B,Preventivo,5.083074133764403,0.37443537401088556,34.01341585267463,2.168347845007228,1.386151164551986,FALSE,120,0,720,0
M0003,P01,510,1.3972602739726028,Fresadora,B,Preventivo,5.083074133764403,0.40111709652169386,29.38473402094448,1.6001304274174282,1.4336829312945942,FALSE,150,0,720,0
M0003,P01,540,1.4794520547945205,Fresadora,B,Preventivo,5.083074133764403,0.3049889683685195,29.04206398568017,1.3661571258579048,1.2265990525969999,TRUE,0,1,720,0
M0003,P01,570,1.5616438356164384,Fresadora,B,Preventivo,5.083074133764403,0.32983328923662125,25.693295460648937,1.5850731990302738,1.0843831452901773,FALSE,30,1,720,0
M0003,P01,600,1.643835616438356,Fresadora,B,Preventivo,5.083074133764403,0.2843896211198352,24.701024372871515,1.2573274720546939,0.7727676259841678,FALSE,60,1,720,0
M0003,P01,630,1.726027397260274,Fresadora,B,Preventivo,5.083074133764403,0.2640325702140256,27.928892831783987,2.2665344975682986,1.9366220338118176,FALSE,90,1,720,0
M0003,P01,660,1.8082191780821917,Fresadora,B,Preventivo,5.083074133764403,0.2331623124105468,26.009343932406072,1.6840058408795768,1.116285136218592,FALSE,120,0,720,0
M0003,P01,690,1.8904109589041096,Fresadora,B,Preventivo,5.083074133764403,0.34166618040833097,25.891205816571556,1.5245108322343157,0.9661101814846896,FALSE,150,0,720,0
M0003,P01,720,1.9726027397260273,Fresadora,B,Preventivo,5.083074133764403,0.28500537248875546,26.53886800034223,2.5597940057896325,1.3375501632844438,FALSE,180,0,720,0
M0004,P02,0,0,Fresadora,C,Correctivo,8.198833195198594,0.6845841561470362,37.05539237276602,1.1645160207448686,3.2634395422553255,FALSE,0,0,129.56460674476958,1
M0004,P02,30,0.0821917808219178,Fresadora,C,Correctivo,8.198833195198594,0.7112041989525655,39.15119289347716,NA,3.0677009033408003,FALSE,30,0,129.56460674476958,1
M0004,P02,60,0.1643835616438356,Fresadora,C,Correctivo,8.198833195198594,0.8372982552962428,42.45265565732335,2.4001606601773897,2.9992772597177555,FALSE,60,0,129.56460674476958,1
M0004,P02,90,0.2465753424657534,Fresadora,C,Correctivo,8.198833195198594,0.8289175889489844,45.09467966841489,1.8735630383693644,1.4562696754437607,FALSE,90,0,129.56460674476958,1
M0004,P02,120,0.3287671232876712,Fresadora,C,Correctivo,8.198833195198594,0.7514923938648096,44.020103271736346,1.9420261398351144,4.084274613802122,FALSE,120,0,129.56460674476958,1
M0005,P06,0,0,Prensa,B,Correctivo,6.876888436743804,0.718968994136438,40.12223014291513,1.6875354674565526,3.3263910332555766,FALSE,0,0,221.9324105352887,1
M0005,P06,30,0.0821917808219178,Prensa,B,Correctivo,6.876888436743804,0.7374718085641356,44.48348085548824,1.9149774444882222,5.263692778287335,FALSE,30,0,221.9324105352887,1
M0005,P06,60,0.1643835616438356,Prensa,B,Correctivo,6.876888436743804,0.858333759717691,51.62324401209301,1.4849581157429785,4.5304176442115445,FALSE,60,0,221.9324105352887,1
M0005,P06,90,0.2465753424657534,Prensa,B,Correctivo,6.876888436743804,0.6972300418217001,41.63708980683161,1.9657987772846888,4.134265549598607,FALSE,90,0,221.9324105352887,1
M0005,P06,120,0.3287671232876712,Prensa,B,Correctivo,6.876888436743804,0.7872061526942636,43.15183248366084,2.0723615414206162,5.72436571335684,FALSE,120,0,221.9324105352887,1
M0005,P06,150,0.410958904109589,Prensa,B,Correctivo,6.876888436743804,0.7764368481496265,42.19095169402249,2.1194168405105454,3.628149770181602,FALSE,150,0,221.9324105352887,1
M0005,P06,180,0.4931506849315068,Prensa,B,Correctivo,6.876888436743804,0.6800930525005532,42.33293030306356,1.9289803722811605,3.5587087886259763,FALSE,180,0,221.9324105352887,1
M0005,P06,210,0.5753424657534246,Prensa,B,Correctivo,6.876888436743804,0.6988432276733085,40.41977424174664,2.4334489282229863,2.0328631041969882,FALSE,210,0,221.9324105352887,1
M0006,P02,0,0,Torno,B,Correctivo,3.5367039514837195,0.43213470306431256,30.456897033140834,0.6278918018830977,1.1024651836485293,FALSE,0,0,628.0324199864955,1
M0006,P02,30,0.0821917808219178,Torno,B,Correctivo,3.5367039514837195,0.4346160360355252,32.82056641071057,0.5684007340793307,0.8505215829945699,FALSE,30,0,628.0324199864955,1
M0006,P02,60,0.1643835616438356,Torno,B,Correctivo,3.5367039514837195,0.5810998122263193,37.432511398093816,0.6400441377882404,2.1269465158065253,FALSE,60,0,628.0324199864955,1
M0006,P02,90,0.2465753424657534,Torno,B,Correctivo,3.5367039514837195,0.5077657813413058,35.00801545749458,0.916827336572849,1.3252004185135955,FALSE,90,0,628.0324199864955,1
M0006,P02,120,0.3287671232876712,Torno,B,Correctivo,3.5367039514837195,0.37963985072670725,35.20703875339433,0.6735068907485524,1.2368790839891208,FALSE,120,0,628.0324199864955,1
M0006,P02,150,0.410958904109589,Torno,B,Correctivo,3.5367039514837195,0.49494260681843505,35.726598686544364,0.7078448314240675,0.9213315254421012,FALSE,150,0,628.0324199864955,1
M0006,P02,180,0.4931506849315068,Torno,B,Correctivo,3.5367039514837195,0.4478473550871853,31.22106536843397,0.6574373704049652,1.124004108606499,FALSE,180,0,628.0324199864955,1
M0006,P02,210,0.5753424657534246,Torno,B,Correctivo,3.5367039514837195,0.47135057684720444,33.20401079524564,0.7677932770628101,1.2736734874361397,FALSE,210,0,628.0324199864955,1
M0006,P02,240,0.6575342465753424,Torno,B,Correctivo,3.5367039514837195,0.45885834412705073,26.070711021296223,0.657245747390422,0.5879107209037568,FALSE,240,0,628.0324199864955,1
M0006,P02,270,0.7397260273972602,Torno,B,Correctivo,3.5367039514837195,0.32033693983138284,29.76485604137334,0.8803518107478696,0.5123476793889798,FALSE,270,0,628.0324199864955,1
M0006,P02,300,0.821917808219178,Torno,B,Correctivo,3.5367039514837195,0.4004636268142308,28.77126431388361,1.0655913813031663,0.7316041696964645,FALSE,300,0,628.0324199864955,1
M0006,P02,330,0.9041095890410958,Torno,B,Correctivo,3.5367039514837195,0.4056911185005896,31.369159431877673,0.62410049848347,1.0252480358588567,FALSE,330,0,628.0324199864955,1
M0006,P02,360,0.9863013698630136,Torno,B,Correctivo,3.5367039514837195,0.5418351170209897,34.96748123656902,0.9960251743842048,1.6331780682954817,FALSE,360,0,628.0324199864955,1
M0006,P02,390,1.0684931506849316,Torno,B,Correctivo,3.5367039514837195,0.3982585402600336,33.25295592145156,0.8458423406251748,0.7833706462595295,FALSE,390,0,628.0324199864955,1
M0006,P02,420,1.1506849315068493,Torno,B,Correctivo,3.5367039514837195,0.4129862686057083,33.35614247871297,0.6879330616661328,0.8987486310429836,FALSE,420,0,628.0324199864955,1
M0006,P02,450,1.2328767123287672,Torno,B,Correctivo,3.5367039514837195,0.6005887146740981,37.18640075120968,1.09065299231028,1.6695666981136412,FALSE,450,0,628.0324199864955,1
M0006,P02,480,1.3150684931506849,Torno,B,Correctivo,3.5367039514837195,0.4933755049131596,37.61645552848491,0.7787154363655179,1.7881753002633352,FALSE,480,0,628.0324199864955,1
M0006,P02,510,1.3972602739726028,Torno,B,Correctivo,3.5367039514837195,0.5776456706367861,33.67448975725047,1.9440273604082074,1.84377478535504,FALSE,510,0,628.0324199864955,1
M0006,P02,540,1.4794520547945205,Torno,B,Correctivo,3.5367039514837195,0.548045321585065,36.62457550454607,NA,1.1938229617260363,FALSE,540,0,628.0324199864955,1
M0006,P02,570,1.5616438356164384,Torno,B,Correctivo,3.5367039514837195,0.3940514375993185,29.953959505140876,0.7393748741496207,1.1238074073416573,FALSE,570,0,628.0324199864955,1
M0006,P02,600,1.643835616438356,Torno,B,Correctivo,3.5367039514837195,0.5671773153749593,29.07885046522229,1.1087798482051843,1.673813950529921,FALSE,600,0,628.0324199864955,1
M0007,P02,0,0,Fresadora,A,Preventivo,14.716830779227914,0.7437785426494218,40.70015175598342,2.880594483671701,3.019946587758091,FALSE,0,0,36.70434456214889,1
M0007,P02,30,0.0821917808219178,Fresadora,A,Preventivo,14.716830779227914,0.8207296955791757,42.56452786176741,3.369603084203639,3.9562266760663927,FALSE,30,0,36.70434456214889,1
M0008,P09,0,0,Fresadora,B,Correctivo,7.394858071363304,0.7267235777783634,39.47357583087212,2.1803529248624787,1.9450915558132946,FALSE,0,0,106.2618337795465,1
M0008,P09,30,0.0821917808219178,Fresadora,B,Correctivo,7.394858071363304,0.715277226614028,37.580577426796516,1.3142201363604196,3.3661714320838545,FALSE,30,0,106.2618337795465,1
M0008,P09,60,0.1643835616438356,Fresadora,B,Correctivo,7.394858071363304,0.6449631546263745,41.05610630456889,1.1783274385949194,2.9477321817515985,FALSE,60,0,106.2618337795465,1
M0008,P09,90,0.2465753424657534,Fresadora,B,Correctivo,7.394858071363304,0.7039878028217076,36.785592497970505,2.655124049191174,2.2862032484619044,FALSE,90,0,106.2618337795465,1
M0009,P02,0,0,Prensa,A,Preventivo,14.703478684920903,0.628030168462022,36.650426026480304,3.566824081770556,4.347224205713568,FALSE,0,0,41.38763689281862,1
M0009,P02,30,0.0821917808219178,Prensa,A,Preventivo,14.703478684920903,0.7306764006336344,43.56986338348192,2.9023014186981118,4.98257513703454,FALSE,30,0,41.38763689281862,1
M0010,P08,0,0,Torno,A,Preventivo,6.836351968540154,0.6644635725711122,43.71291986137451,1.0191112205563448,1.9452706572067664,FALSE,0,0,6.375155534355858,1
M0011,P06,0,0,Torno,A,Correctivo,6.562099675073943,0.8751196808803279,45.736827567070904,2.341197529062643,4.30290758408592,FALSE,0,0,7.1150745942938025,1
M0012,P12,0,0,Prensa,A,Correctivo,10.424826081220223,0.8118043209375646,38.35641169098876,3.400562984790663,7.291537156389557,FALSE,0,0,43.04025570950613,1
M0012,P12,30,0.0821917808219178,Prensa,A,Correctivo,10.424826081220223,0.8199941505211025,34.44832127763311,3.59205824193127,5.688842986017826,FALSE,30,0,43.04025570950613,1
M0013,P10,0,0,Prensa,C,Correctivo,3.7538516059392717,0.7008390273714524,37.02316081221674,0.925300270021052,1.6221186053261873,FALSE,0,0,217.29672631620846,1
M0013,P10,30,0.0821917808219178,Prensa,C,Correctivo,3.7538516059392717,0.7997133246562202,41.98207025963952,0.8640446470351906,1.6823949188940615,FALSE,30,0,217.29672631620846,1
M0013,P10,60,0.1643835616438356,Prensa,C,Correctivo,3.7538516059392717,0.7412689697568761,38.8694181334514,0.8056960787215822,2.002233875371242,FALSE,60,0,217.29672631620846,1
M0013,P10,90,0.2465753424657534,Prensa,C,Correctivo,3.7538516059392717,0.7313358000190291,38.36997301261005,0.9302011822532327,1.762911872122989,FALSE,90,0,217.29672631620846,1
M0013,P10,120,0.3287671232876712,Prensa,C,Correctivo,3.7538516059392717,0.7739890711062685,44.598007240074814,1.0759554114305963,2.514444941393026,FALSE,120,0,217.29672631620846,1
M0013,P10,150,0.410958904109589,Prensa,C,Correctivo,3.7538516059392717,0.6683277625912979,38.31014848120139,0.5929118598503673,1.9979154404820119,FALSE,150,0,217.29672631620846,1
M0013,P10,180,0.4931506849315068,Prensa,C,Correctivo,3.7538516059392717,0.6921319181275968,36.16206058540684,1.0042897376882187,1.620888272958911,FALSE,180,0,217.29672631620846,1
M0013,P10,210,0.5753424657534246,Prensa,C,Correctivo,3.7538516059392717,0.6384140785823245,34.15138857196457,1.04270840166903,2.4117649236944723,FALSE,210,0,217.29672631620846,1
M0014,P06,0,0,Fresadora,C,Preventivo,5.17710394462889,0.36881751256025036,38.97033863488943,0.9270554558584116,0.9116217721658946,FALSE,0,0,246.01829673910368,1
M0014,P06,30,0.0821917808219178,Fresadora,C,Preventivo,5.17710394462889,0.39185875589969166,35.12444999306026,0.6243213184530717,1.516705185699372,FALSE,30,0,246.01829673910368,1
M0014,P06,60,0.1643835616438356,Fresadora,C,Preventivo,5.17710394462889,0.41116082123921727,35.50840544877681,0.8549099475594614,0.930239589860113,FALSE,60,0,246.01829673910368,1
M0014,P06,90,0.2465753424657534,Fresadora,C,Preventivo,5.17710394462889,0.44901177242661305,38.881170756111686,0.8177953671484652,0.8235410889827066,FALSE,90,0,246.01829673910368,1
M0014,P06,120,0.3287671232876712,Fresadora,C,Preventivo,5.17710394462889,0.4367542536880312,41.717018504075654,0.8887842533449912,1.8307990647017376,FALSE,120,0,246.01829673910368,1
M0014,P06,150,0.410958904109589,Fresadora,C,Preventivo,5.17710394462889,0.5460698591691809,41.59618249109099,1.2090408225839344,1.3730770677528221,FALSE,150,0,246.01829673910368,1
M0014,P06,180,0.4931506849315068,Fresadora,C,Preventivo,5.17710394462889,0.31857667608543083,35.661745495654884,0.5958249897736451,1.1541686783582417,FALSE,180,0,246.01829673910368,1
M0014,P06,210,0.5753424657534246,Fresadora,C,Preventivo,5.17710394462889,0.44691303574457975,34.7179898652536,1.0330365457175479,1.9807366086448122,FALSE,210,0,246.01829673910368,1
M0014,P06,240,0.6575342465753424,Fresadora,C,Preventivo,5.17710394462889,0.35050768125616377,29.795583015294994,NA,1.23624154308075,FALSE,240,0,246.01829673910368,1
M0015,P05,0,0,Prensa,C,Preventivo,6.0921858836514415,0.9358857336958751,48.58709052020996,1.843147554981451,2.0242623169958733,FALSE,0,0,125.00123238457115,1
M0015,P05,30,0.0821917808219178,Prensa,C,Preventivo,6.0921858836514415,0.9052681295113477,43.957541993706755,1.456852971456532,2.8618501113821613,FALSE,30,0,125.00123238457115,1
M0015,P05,60,0.1643835616438356,Prensa,C,Preventivo,6.0921858836514415,0.9048655806607159,53.02231343752405,1.2933663518176841,3.1264990502820833,FALSE,60,0,125.00123238457115,1
M0015,P05,90,0.2465753424657534,Prensa,C,Preventivo,6.0921858836514415,0.9792023491579702,51.40858082892264,1.6867084924523472,3.440758119932911,FALSE,90,0,125.00123238457115,1
M0015,P05,120,0.3287671232876712,Prensa,C,Preventivo,6.0921858836514415,0.9303300770374525,49.02620290783569,1.1860134048434445,1.7301773597737535,FALSE,120,0,125.00123238457115,1
M0016,P08,0,0,Torno,A,Correctivo,5.821312836203055,0.5910997018703599,42.6875574717642,1.0147455747195897,1.146629036174126,FALSE,0,0,501.58898773024436,1
M0016,P08,30,0.0821917808219178,Torno,A,Correctivo,5.821312836203055,0.5703716289408174,39.18927153740381,0.8277310052566409,1.6576742553030288,FALSE,30,0,501.58898773024436,1
M0016,P08,60,0.1643835616438356,Torno,A,Correctivo,5.821312836203055,0.5366073727013004,38.4892956817324,0.9438667465152396,0.9952533660498533,FALSE,60,0,501.58898773024436,1
M0016,P08,90,0.2465753424657534,Torno,A,Correctivo,5.821312836203055,0.5996908484653167,41.81703816956677,1.1139768559591612,3.1513702117909985,FALSE,90,0,501.58898773024436,1
M0016,P08,120,0.3287671232876712,Torno,A,Correctivo,5.821312836203055,0.652301669135515,42.89432651036504,0.8624740748339551,0.976390074087384,FALSE,120,0,501.58898773024436,1
M0016,P08,150,0.410958904109589,Torno,A,Correctivo,5.821312836203055,0.5255621297107037,36.688314610882955,1.1094239363960166,0.9035213293589358,FALSE,150,0,501.58898773024436,1
M0016,P08,180,0.4931506849315068,Torno,A,Correctivo,5.821312836203055,0.657784640843544,40.49757838668938,1.0781063865307887,1.5890899233231803,FALSE,180,0,501.58898773024436,1
M0016,P08,210,0.5753424657534246,Torno,A,Correctivo,5.821312836203055,0.5208191838749919,36.95621441267197,1.0412144560217136,1.5786930891623785,FALSE,210,0,501.58898773024436,1
M0016,P08,240,0.6575342465753424,Torno,A,Correctivo,5.821312836203055,0.4996235256281556,32.200982485714256,1.6653651995748435,1.0369264602770356,FALSE,240,0,501.58898773024436,1
M0016,P08,270,0.7397260273972602,Torno,A,Correctivo,5.821312836203055,0.5521454700505727,32.10153256256979,1.731368673624347,1.2063749216983373,FALSE,270,0,501.58898773024436,1
M0016,P08,300,0.821917808219178,Torno,A,Correctivo,5.821312836203055,0.6376272249673984,35.283229850195056,1.1507624946460506,0.6976604844014352,FALSE,300,0,501.58898773024436,1
M0016,P08,330,0.9041095890410958,Torno,A,Correctivo,5.821312836203055,0.5796303330484462,37.24293177475555,1.5015559763299213,1.69840598089681,FALSE,330,0,501.58898773024436,1
M0016,P08,360,0.9863013698630136,Torno,A,Correctivo,5.821312836203055,0.450629178819722,31.793660209534146,1.1369486638837991,1.2681118992354512,FALSE,360,0,501.58898773024436,1
M0016,P08,390,1.0684931506849316,Torno,A,Correctivo,5.821312836203055,0.6321482906649418,NA,1.3189465745869087,2.1082626935988555,FALSE,390,0,501.58898773024436,1
M0016,P08,420,1.1506849315068493,Torno,A,Correctivo,5.821312836203055,0.6243846314507143,44.624715016963876,1.3127139964467829,1.3839410551500488,FALSE,420,0,501.58898773024436,1
M0016,P08,450,1.2328767123287672,Torno,A,Correctivo,5.821312836203055,0.5646479216614518,39.046585534866225,2.2891303851559024,2.8593386847651487,FALSE,450,0,501.58898773024436,1
M0016,P08,480,1.3150684931506849,Torno,A,Correctivo,5.821312836203055,0.7176369561408625,39.681832589250114,2.9992939178376377,1.7400458606442764,FALSE,480,0,501.58898773024436,1
M0017,P11,0,0,Torno,C,Preventivo,5.304020849341996,0.8188082407016984,42.77377895758018,1.3057477913005935,2.923059645491272,FALSE,0,0,344.74361212649035,1
M0017,P11,30,0.0821917808219178,Torno,C,Preventivo,5.304020849341996,0.7951155602230445,45.87918514853354,1.5384255752019063,2.4368983816162397,FALSE,30,0,344.74361212649035,1
M0017,P11,60,0.1643835616438356,Torno,C,Preventivo,5.304020849341996,0.9472319333943928,47.413757023712435,1.7024605313884804,3.409197090686637,FALSE,60,0,344.74361212649035,1
M0017,P11,90,0.2465753424657534,Torno,C,Preventivo,5.304020849341996,0.8694687964663924,44.362550332348476,1.5696565120919874,3.7724679864033526,FALSE,90,0,344.74361212649035,1
M0017,P11,120,0.3287671232876712,Torno,C,Preventivo,5.304020849341996,0.883289465468254,42.43828597211616,1.7380152129142419,1.804320097556417,FALSE,120,0,344.74361212649035,1
M0017,P11,150,0.410958904109589,Torno,C,Preventivo,5.304020849341996,0.8760705930316997,38.294555311372,2.048905591419538,2.240616678201594,FALSE,150,0,344.74361212649035,1
M0017,P11,180,0.4931506849315068,Torno,C,Preventivo,5.304020849341996,0.7379459006083212,39.53933092654654,1.0798312184036158,2.31148992921155,FALSE,180,0,344.74361212649035,1
M0017,P11,210,0.5753424657534246,Torno,C,Preventivo,5.304020849341996,0.75084123988694,40.76642333993178,1.0589476090257903,2.4521717322046683,FALSE,210,0,344.74361212649035,1
M0017,P11,240,0.6575342465753424,Torno,C,Preventivo,5.304020849341996,0.7352097605106271,41.13559289548566,1.359445222891922,1.5262843052838586,FALSE,240,0,344.74361212649035,1
