"id_poliza","id_agencia","id_region","antiguedad","exposicion","edad_conductor","edad_tramo","antiguedad_carnet","potencia_cv","cilindrada","antiguedad_vehiculo","valor_vehiculo","densidad","zona_circulacion","km_anuales","uso","tipo_vehiculo","combustible","sexo","color_vehiculo","estado_civil","forma_pago","financiado","n_conductores","nivel_estudios","medio_contacto","n_siniestros","n_asistencia","n_fraude","n_gestiones","t_primer_sin","evento","t_baja","baja","motivo_fin","coste_total","coste_medio","tuvo_siniestro","bonus_malus_prev","bonus_malus_act"
43,"1","1",5.481,0.5481,62,"35-65",43,84,1346,14,29078,309,"mixta",10790,"particular","turismo","diesel","H","gris","soltero","anual",0,1,"superior","presencial",0,1,0,1,5.481,0,10,0,"fin_estudio",0,NA,0,"3","3"
44,"1","1",1.768,0.1768,19,"18-25",1,66,908,15,31291,291,"mixta",6291,"particular","turismo","diesel","H","gris","casado","mensual",0,1,"medio","presencial",0,1,0,0,1.768,0,10,0,"fin_estudio",0,NA,0,"1","1"
45,"1","1",1.072,0.1072,37,"35-65",10,149,2303,10,27750,2136,"urbana",9639,"particular","turismo","diesel","M","gris","casado","anual",1,1,"medio","presencial",1,0,0,0,0.492,1,1.072,1,"baja",364,364,1,"4","3"
46,"1","1",8.489,0.8489,32,"25-35",6,55,800,16,20012,972,"mixta",24616,"particular","turismo","gasolina","M","otro","casado","mensual",0,1,"basico","telefonico",4,6,0,1,0.209,1,10,0,"fin_estudio",4519.54,1129.88,1,"4","3"
47,"1","1",2.819,0.2819,40,"35-65",20,134,2405,11,25550,405,"mixta",4984,"comercial","turismo","diesel","M","negro","soltero","mensual",0,1,"basico","presencial",0,1,0,2,2.819,0,2.819,1,"baja",0,NA,0,"1","1"
48,"1","1",6.599,0.6599,57,"35-65",27,101,1428,10,22015,470,"mixta",14124,"particular","turismo","diesel","M","blanco","casado","mensual",1,2,"medio","telefonico",0,4,0,4,6.599,0,10,0,"fin_estudio",0,NA,0,"2","1"
49,"1","1",4.153,0.4153,41,"35-65",8,115,1431,14,28680,169,"mixta",4614,"particular","furgoneta","gasolina","M","gris","casado","mensual",0,1,"medio","presencial",1,2,0,1,1.558,1,10,0,"fin_estudio",992.96,992.96,1,"3","2"
50,"1","1",2.818,0.2818,37,"35-65",7,68,848,11,38649,134,"rural",6176,"particular","turismo","diesel","M","rojo","casado","mensual",0,1,"medio","presencial",0,1,0,1,2.818,0,2.818,1,"baja",0,NA,0,"2","1"
51,"1","1",3.164,0.3164,54,"35-65",35,55,967,6,26721,624,"mixta",9764,"comercial","moto","diesel","M","gris","casado","mensual",0,1,"superior","telefonico",0,1,0,1,3.164,0,3.164,1,"baja",0,NA,0,"1","1"
52,"1","1",7.411,0.7411,22,"18-25",2,138,2342,10,25631,1408,"urbana",18685,"particular","turismo","gasolina","H","gris","otro","mensual",0,1,"basico","telematico",1,7,0,4,1.034,1,10,0,"fin_estudio",11270.98,11270.98,1,"1","1"
53,"1","1",6.335,0.6335,69,"65+",25,129,1870,4,35226,27,"rural",6653,"particular","turismo","gasolina","M","rojo","casado","anual",0,2,"basico","presencial",0,1,3,3,6.335,0,6.574,0,"fin_estudio",0,NA,0,"1","1"
54,"1","1",4.069,0.4069,51,"35-65",12,152,2671,12,29192,869,"mixta",18424,"particular","turismo","gasolina","M","blanco","soltero","mensual",1,2,"basico","telematico",0,2,0,0,4.069,0,10,0,"fin_estudio",0,NA,0,"2","2"
55,"1","1",2.159,0.2159,72,"65+",24,113,1410,12,25091,349,"mixta",22316,"particular","turismo","gasolina","H","rojo","soltero","anual",0,1,"basico","presencial",0,3,0,1,2.159,0,2.159,1,"baja",0,NA,0,"2","1"
56,"1","1",3.262,0.3262,31,"25-35",6,110,1847,1,20878,136,"rural",8645,"comercial","moto","gasolina","M","gris","casado","mensual",0,2,"superior","presencial",0,3,1,2,3.262,0,6.034,0,"fin_estudio",0,NA,0,"1","1"
57,"1","1",8.561,0.8561,42,"35-65",24,98,1377,0,21125,185,"mixta",6176,"particular","turismo","diesel","M","otro","soltero","mensual",0,1,"medio","presencial",0,1,0,6,8.561,0,10,0,"fin_estudio",0,NA,0,"1","1"
58,"1","1",8.047,0.8047,48,"35-65",26,104,1338,7,29363,128,"rural",5428,"comercial","turismo","gasolina","M","otro","soltero","mensual",1,2,"superior","presencial",0,2,0,0,8.047,0,10,0,"fin_estudio",0,NA,0,"1","1"
59,"1","1",8.089,0.8089,44,"35-65",9,57,800,8,26088,61,"rural",10292,"particular","moto","gasolina","H","otro","casado","anual",0,1,"medio","presencial",0,0,0,3,8.089,0,10,0,"fin_estudio",0,NA,0,"1","1"
60,"1","1",4.637,0.4637,32,"25-35",11,61,944,1,16024,1338,"urbana",17933,"particular","turismo","diesel","H","blanco","casado","anual",1,3,"superior","telematico",0,0,0,4,4.637,0,10,0,"fin_estudio",0,NA,0,"1","1"
61,"1","1",2.327,0.2327,38,"35-65",7,148,2388,13,26174,128,"rural",23894,"particular","turismo","gasolina","M","gris","casado","anual",1,1,"basico","telefonico",0,2,0,0,2.327,0,2.327,1,"baja",0,NA,0,"1","1"
62,"1","1",8.19,0.819,41,"35-65",13,116,1568,13,16288,267,"mixta",18915,"particular","furgoneta","gasolina","M","negro","casado","mensual",0,1,"basico","telematico",2,2,0,2,7.021,1,10,0,"fin_estudio",1149.2,574.6,1,"4","3"
63,"1","1",2.847,0.2847,39,"35-65",17,140,2148,12,17703,1841,"urbana",10910,"comercial","furgoneta","diesel","H","gris","soltero","anual",0,2,"superior","presencial",1,1,1,1,1.961,1,2.847,1,"baja",1590.98,1590.98,1,"3","3"
64,"1","1",6.802,0.6802,60,"35-65",39,61,812,8,16348,850,"mixta",14522,"comercial","turismo","diesel","M","blanco","soltero","anual",1,1,"basico","presencial",1,5,0,3,0.217,1,6.802,1,"baja",437.72,437.72,1,"1","1"
65,"1","1",1.603,0.1603,60,"35-65",19,98,1498,13,21055,89,"rural",13459,"particular","turismo","diesel","H","negro","soltero","anual",1,1,"medio","telefonico",0,0,0,0,1.603,0,10,0,"fin_estudio",0,NA,0,"5","5"
66,"1","1",7.218,0.7218,45,"35-65",26,109,1493,14,12589,172,"mixta",27641,"particular","turismo","gasolina","H","negro","casado","anual",1,3,"medio","presencial",2,2,0,1,0.032,1,7.218,1,"baja",3151.5,1575.75,1,"4","3"
67,"1","1",5.275,0.5275,28,"25-35",9,117,1421,7,43539,207,"mixta",14488,"particular","furgoneta","gasolina","M","gris","soltero","mensual",0,1,"medio","telematico",0,4,0,4,5.275,0,5.507,0,"fin_estudio",0,NA,0,"1","1"
68,"1","1",4.66,0.466,48,"35-65",12,81,1104,12,38196,267,"mixta",12343,"particular","turismo","gasolina","H","negro","otro","anual",1,1,"basico","telefonico",0,2,0,1,4.66,0,7.132,0,"fin_estudio",0,NA,0,"2","2"
69,"1","1",2.439,0.2439,48,"35-65",12,74,1020,2,15287,234,"mixta",13692,"particular","moto","gasolina","M","blanco","casado","anual",0,1,"superior","presencial",1,1,0,0,2.293,1,7.297,0,"fin_estudio",678.32,678.32,1,"2","3"
70,"1","1",3.112,0.3112,41,"35-65",19,102,1804,8,27152,91,"rural",6616,"particular","turismo","gasolina","M","blanco","otro","mensual",0,2,"medio","telefonico",0,1,1,0,3.112,0,3.112,1,"baja",0,NA,0,"3","3"
71,"1","1",7.263,0.7263,31,"25-35",10,81,1211,3,13634,862,"mixta",14922,"particular","turismo","diesel","M","rojo","soltero","anual",1,2,"medio","telematico",1,4,0,1,1.6,1,10,0,"fin_estudio",499.73,499.73,1,"1","1"
72,"1","1",6.026,0.6026,33,"25-35",11,80,1096,16,37354,922,"mixta",12252,"comercial","turismo","diesel","H","rojo","casado","mensual",0,1,"basico","telefonico",2,3,2,0,2.57,1,6.026,1,"baja",4338.52,2169.26,1,"3","3"
73,"1","1",1.645,0.1645,27,"25-35",8,130,2258,5,25479,98,"rural",23723,"particular","turismo","gasolina","H","negro","casado","mensual",1,1,"superior","telefonico",0,0,1,0,1.645,0,1.645,1,"baja",0,NA,0,"1","1"
74,"1","1",6.138,0.6138,56,"35-65",23,146,2452,1,39738,279,"mixta",16597,"comercial","turismo","gasolina","M","negro","casado","mensual",0,1,"medio","telefonico",0,3,0,1,6.138,0,6.138,1,"baja",0,NA,0,"1","1"
75,"1","1",2.196,0.2196,55,"35-65",25,91,1351,9,18869,119,"rural",14208,"particular","turismo","gasolina","H","blanco","casado","anual",1,2,"basico","telefonico",0,1,0,2,2.196,0,4.962,0,"fin_estudio",0,NA,0,"2","2"
76,"1","1",0.741,0.0741,61,"35-65",31,123,2156,3,29095,1382,"urbana",3720,"particular","moto","gasolina","M","negro","otro","anual",1,2,"basico","telefonico",0,0,1,0,0.741,0,0.741,1,"baja",0,NA,0,"3","3"
77,"1","1",4.608,0.4608,39,"35-65",20,114,1665,5,40762,70,"rural",22339,"particular","moto","diesel","H","rojo","soltero","anual",1,1,"medio","presencial",0,3,0,0,4.608,0,6.295,0,"fin_estudio",0,NA,0,"1","1"
78,"1","1",9.164,0.9164,72,"65+",24,115,1595,10,16407,727,"mixta",6603,"particular","turismo","gasolina","H","gris","casado","mensual",0,2,"basico","presencial",1,5,0,5,7.681,1,10,0,"fin_estudio",347.99,347.99,1,"2","2"
79,"1","1",4.232,0.4232,40,"35-65",8,99,1640,12,22200,538,"mixta",8944,"particular","turismo","gasolina","H","otro","soltero","anual",0,1,"medio","presencial",0,2,1,3,4.232,0,8.138,0,"fin_estudio",0,NA,0,"1","1"
80,"1","1",3.242,0.3242,58,"35-65",24,138,1807,16,17147,239,"mixta",7556,"particular","turismo","gasolina","M","blanco","casado","anual",0,1,"basico","presencial",0,1,0,1,3.242,0,10,0,"fin_estudio",0,NA,0,"3","2"
81,"1","1",4.783,0.4783,53,"35-65",31,90,1558,9,16692,256,"mixta",15112,"particular","turismo","gasolina","M","otro","soltero","anual",0,3,"superior","presencial",0,2,0,0,4.783,0,6.028,0,"fin_estudio",0,NA,0,"3","2"
82,"1","1",8.017,0.8017,69,"65+",33,116,1867,0,19925,470,"mixta",7594,"particular","turismo","diesel","M","gris","casado","mensual",1,1,"basico","telematico",1,3,0,2,5.461,1,10,0,"fin_estudio",4632.77,4632.77,1,"3","3"
83,"1","1",2.291,0.2291,31,"25-35",13,113,1997,7,27662,105,"rural",9078,"particular","turismo","gasolina","H","blanco","soltero","anual",1,2,"basico","telefonico",0,1,0,2,2.291,0,2.291,1,"baja",0,NA,0,"3","3"
84,"1","1",1.707,0.1707,51,"35-65",30,89,1390,10,28107,475,"mixta",14046,"particular","turismo","gasolina","H","gris","casado","anual",0,1,"superior","presencial",1,0,0,0,1.649,1,10,0,"fin_estudio",3187.18,3187.18,1,"3","4"
85,"1","1",1.104,0.1104,24,"18-25",4,73,879,6,13194,417,"mixta",26159,"particular","turismo","gasolina","M","negro","casado","mensual",1,1,"basico","presencial",1,0,0,2,0.527,1,1.104,1,"baja",1001.31,1001.31,1,"4","4"
86,"1","1",4.395,0.4395,47,"35-65",28,66,906,6,21551,587,"mixta",12960,"comercial","turismo","diesel","H","gris","otro","mensual",0,1,"medio","presencial",0,4,0,0,4.395,0,10,0,"fin_estudio",0,NA,0,"1","1"
87,"1","1",3.052,0.3052,32,"25-35",6,118,1595,1,34831,57,"rural",10611,"particular","turismo","diesel","H","negro","casado","mensual",1,1,"superior","presencial",0,0,0,2,3.052,0,3.052,1,"baja",0,NA,0,"2","2"
88,"2","1",2.9,0.29,48,"35-65",12,79,1176,12,23068,148,"rural",16794,"particular","turismo","diesel","M","gris","casado","mensual",1,1,"medio","presencial",0,1,1,0,2.9,0,2.9,1,"baja",0,NA,0,"1","1"
89,"2","1",2.314,0.2314,29,"25-35",10,133,1677,12,33511,193,"mixta",9718,"particular","turismo","gasolina","M","blanco","casado","mensual",0,2,"basico","presencial",1,0,0,3,1.502,1,2.314,1,"baja",1638.62,1638.62,1,"4","3"
90,"2","1",4.828,0.4828,64,"35-65",34,133,1937,0,36341,178,"mixta",10048,"particular","turismo","gasolina","M","otro","soltero","anual",0,3,"basico","telefonico",0,1,1,3,4.828,0,10,0,"fin_estudio",0,NA,0,"1","1"
91,"2","1",6.462,0.6462,39,"35-65",19,103,1688,7,14747,4290,"urbana",8010,"particular","turismo","gasolina","M","gris","casado","anual",1,1,"superior","telefonico",0,0,0,8,6.462,0,10,0,"fin_estudio",0,NA,0,"1","1"
92,"2","1",1.369,0.1369,46,"35-65",12,92,1297,7,8111,217,"mixta",11267,"particular","turismo","diesel","M","rojo","otro","anual",1,2,"basico","presencial",0,0,0,2,1.369,0,1.369,1,"baja",0,NA,0,"3","2"
93,"2","1",6.341,0.6341,51,"35-65",16,102,1301,0,21851,190,"mixta",6565,"particular","turismo","gasolina","M","gris","soltero","anual",0,1,"basico","telefonico",0,2,0,8,6.341,0,6.341,1,"baja",0,NA,0,"1","1"
94,"2","1",1.642,0.1642,31,"25-35",7,118,1635,6,13453,433,"mixta",28487,"particular","turismo","gasolina","H","otro","soltero","mensual",0,1,"basico","presencial",1,1,0,3,0.7,1,1.642,1,"baja",1362.56,1362.56,1,"3","2"
95,"2","1",1.152,0.1152,79,"65+",27,69,898,11,29164,43,"rural",8939,"particular","turismo","gasolina","M","gris","casado","anual",0,1,"basico","presencial",0,1,0,2,1.152,0,10,0,"fin_estudio",0,NA,0,"5","4"
96,"2","1",7.115,0.7115,47,"35-65",24,93,1215,11,6524,1694,"urbana",20589,"particular","turismo","diesel","H","rojo","casado","anual",1,1,"medio","presencial",2,6,0,10,3.699,1,10,0,"fin_estudio",1640.23,820.12,1,"4","3"
97,"2","1",6.726,0.6726,47,"35-65",11,90,1142,6,21072,506,"mixta",10187,"particular","turismo","diesel","H","otro","casado","anual",1,1,"superior","telefonico",1,1,0,8,0.915,1,6.726,1,"baja",3123.42,3123.42,1,"2","2"
98,"2","1",5.428,0.5428,70,"65+",24,64,1030,0,21859,393,"mixta",15450,"comercial","turismo","diesel","H","negro","soltero","anual",1,1,"basico","telefonico",0,5,2,5,5.428,0,10,0,"fin_estudio",0,NA,0,"3","2"
99,"2","1",3.725,0.3725,54,"35-65",21,81,1126,11,8381,93,"rural",18987,"particular","furgoneta","gasolina","M","rojo","soltero","anual",1,1,"superior","presencial",0,2,0,3,3.725,0,3.725,1,"baja",0,NA,0,"1","1"
100,"2","1",1.662,0.1662,36,"35-65",11,137,2065,3,30310,1839,"urbana",10903,"particular","turismo","gasolina","H","negro","casado","mensual",0,1,"basico","presencial",1,0,0,0,0.948,1,1.662,1,"baja",469.83,469.83,1,"4","3"
101,"2","1",3.825,0.3825,38,"35-65",12,142,2347,11,31211,2270,"urbana",9541,"particular","turismo","diesel","H","blanco","casado","mensual",0,1,"superior","presencial",0,1,0,1,3.825,0,3.825,1,"baja",0,NA,0,"2","2"
102,"2","1",5.372,0.5372,69,"65+",23,177,3034,1,28396,646,"mixta",4057,"particular","moto","gasolina","H","rojo","casado","mensual",0,1,"medio","telefonico",1,2,0,5,4.753,1,10,0,"fin_estudio",8053.39,8053.39,1,"2","2"
103,"2","1",1.409,0.1409,46,"35-65",15,55,907,14,17688,391,"mixta",15862,"particular","furgoneta","gasolina","M","rojo","otro","anual",0,1,"basico","telefonico",0,1,0,0,1.409,0,1.409,1,"baja",0,NA,0,"2","2"
104,"2","1",3.732,0.3732,45,"35-65",13,83,1207,6,30827,166,"mixta",26319,"particular","turismo","gasolina","M","gris","soltero","anual",0,2,"medio","presencial",0,0,0,4,3.732,0,8.428,0,"fin_estudio",0,NA,0,"1","1"
105,"2","1",1.823,0.1823,37,"35-65",8,67,990,15,21935,133,"rural",15261,"comercial","turismo","diesel","M","otro","casado","mensual",0,1,"medio","telefonico",0,2,1,2,1.823,0,9.918,0,"fin_estudio",0,NA,0,"3","2"
106,"2","1",1.106,0.1106,54,"35-65",29,191,2885,12,27454,53,"rural",14760,"particular","furgoneta","diesel","M","rojo","soltero","anual",1,2,"basico","presencial",0,0,1,3,1.106,0,1.106,1,"baja",0,NA,0,"3","3"
107,"2","1",3.99,0.399,52,"35-65",16,78,1194,21,15297,1034,"urbana",5631,"particular","moto","gasolina","M","negro","soltero","mensual",0,4,"superior","presencial",0,1,0,4,3.99,0,8.755,0,"fin_estudio",0,NA,0,"4","4"
108,"2","1",1.066,0.1066,32,"25-35",12,62,802,8,15512,431,"mixta",20721,"particular","moto","diesel","H","gris","soltero","anual",0,2,"medio","presencial",0,4,0,1,1.066,0,10,0,"fin_estudio",0,NA,0,"2","2"
109,"2","1",3.54,0.354,43,"35-65",10,101,1763,4,26917,93,"rural",11553,"particular","turismo","diesel","H","otro","casado","mensual",0,1,"medio","presencial",0,2,0,0,3.54,0,3.54,1,"baja",0,NA,0,"1","1"
110,"2","1",6.2,0.62,39,"35-65",9,121,2000,6,23114,62,"rural",18226,"particular","turismo","gasolina","H","blanco","soltero","anual",0,1,"medio","telematico",0,2,1,4,6.2,0,8.756,0,"fin_estudio",0,NA,0,"2","2"
